,Período,Hacienda,Zona,Tenencia,Suerte,Suelo,Area Neta,Dist Km,Variedad,Cod.Estado #,Cod.Estado,Edad Ult Cos,Destino 1=Semilla,Cod. T.Cultivo,Producto,Dosis Madurante,TonUltCorte,TCH,TCHM,Ton.Azucar,Rdto,TAH,TAHM,Sac.Caña Precosecha,%Sac.Caña,%Sac.Muestreadora,%ATR,KATRHM,%Fibra Caña,%AR Jugo,%ME Min,%ME Veg,%ME Tot,Brix,Pureza,Vejez,Tipo Quema,T.Corte,Cerca de,Cosechó,Num.Riegos,M3 Riego,DDUlt.Riego,Lluvias (2 Meses Ant.),Lluvias Ciclo,Lluvias 0 -3,Lluvias tres a seis,Lluvias seis a nueve,Luvias 9 -FC,%Infest.Diatrea,Fosfato Jugo,NITO_XTEND,Vinaza,Codigo Estacion,Temp. Media 0-3,Temp. Media Ciclo,Temp Max Ciclo,Temp Min Ciclo,Humedad Rel Media 0-3 ,Humedad Rel Media Ciclo,Oscilacion Temp Med 0-3,Oscilacion Temp Ciclo,Radicion Solar 0-3,Radiacion Solar Ciclo,Precipitacion 0_3,Precipitacion Ciclo,Evaporacion 0-3,Evaporacion Ciclo,DS_indicator,catSac,Mes Siembra,Ano Siembra,Mes Ult.Corte,Ano Ult.Corte
14884,202206,80538,4,51.0,175,17,0.2246153846153846,0.2122969837587007,2,2,0,0.3729680915111379,0,1.0,0,0.0,0.18907757847457884,0.5326430790874591,0.44924293469971016,0.15769596086811424,0.6219162087912087,0.4535954070178343,0.4285645995227314,0.0,0.5926678043230945,0.7080105742038609,0.6656886669315022,0.42912579640841797,0.5087797168701031,0.3124472573839662,0.05578776268431441,0.59512,0.6271666666666668,0.6854842255688689,0.9205801478518214,0.010777559360291702,0,0,0,0,0.0,0.0,0,33.0,585.0,15.0,349.0,86.0,135.0,0.0,0.0017883118062517608,0.0,0.0,4,23.202,23.113,33.7,15.4,79.22,81.185,17.6,23.113,435.823,428.735,201.3,1162.9,439.4,1773.9,False,0,4,2019,4,2022
14885,202206,80667,3,81.0,85,3,0.04984615384615385,0.2552204176334107,8,17,16,0.3609271523178808,0,1.0,0,0.0,0.023088831719895207,0.2930934164705474,0.25544838214894494,0.020258281025500605,0.6542651098901099,0.26257810793581265,0.2563647280181118,0.0,0.6256541524459615,0.7127751137341695,0.6890641847795245,0.2525777162119141,0.6016005918154611,0.22784810126582278,0.07802159526297459,0.8556,0.9004666666666666,0.7268330218753436,0.918135084506467,0.01209219836166215,0,0,1,0,0.0,0.0,0,0.0,504.0,161.0,154.0,141.0,48.0,0.0,0.002163808401584471,0.0,0.0,7,23.576,23.532,33.8,15.3,79.923,78.811,17.0,23.532,476.776,439.05,181.6,890.1,501.0,1788.6,False,0,6,2004,6,2022
14886,202206,80667,3,81.0,40,60,0.13076923076923078,0.2552204176334107,2,2,0,0.3618302227573751,0,1.0,0,0.0,0.07964939603754685,0.38540085626698856,0.33506146307224394,0.06589814538945576,0.6169368131868131,0.32557810342755955,0.3170803249097473,0.0,0.5902332195676906,0.6976085085454323,0.6499517621020374,0.3124912122864193,0.5186892632570026,0.19658227848101265,0.0,0.8366266666666667,0.8366266666666667,0.6867428822688799,0.9198880238258452,0.015453209393467733,0,0,1,0,0.0,0.0,0,0.0,504.0,135.0,180.0,141.0,48.0,0.0,0.0016193023676464584,0.0,0.0,2,23.212,22.92,34.7,14.9,78.011,81.139,17.6,22.92,471.915,445.16,161.1,1045.5,538.7,1950.9,False,0,5,2019,5,2022
14887,202206,81089,4,51.0,64,53,0.08723076923076922,0.16473317865429232,2,3,6,0.37387116195063214,0,1.0,0,0.0,0.07235176273253525,0.5248257922206494,0.4415804785856992,0.04654379349964489,0.6146840659340659,0.3447304368438491,0.3249204552407759,0.0,0.5878555176336747,0.6918357309725809,0.6597128426309518,0.4180199316955334,0.5180604593295,0.32316455696202534,0.07595495181702079,0.6008133333333333,0.6444266666666666,0.6831867648675388,0.9258279271492548,0.015577231940766831,0,0,0,0,0.0,0.0,0,0.0,381.0,30.0,286.0,65.0,0.0,0.0,0.0015945375457024078,0.0,0.0,4,23.182,23.11,33.7,15.4,79.33,81.2,17.6,23.11,433.952,428.566,201.6,1163.2,436.3,1777.1,False,0,5,2018,5,2022
14888,202206,81385,0,51.0,8,65,0.05815384615384615,0.06960556844547564,2,4,4,0.4271523178807947,0,1.0,0,0.0,0.05425104770720617,0.5902900226658909,0.4347096927169459,0.04695608475774777,0.6454120879120879,0.5216762037999608,0.43036544698035856,0.0,0.6182992036405006,0.7297430222550105,0.6883434538334943,0.4293749568211342,0.5265476310568614,0.36075949367088606,0.03692093347265761,0.7319333333333333,0.7531333333333333,0.7252665713971639,0.9044239640492898,0.012371249093085124,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001134086075428517,0.0,0.0,1,23.091,22.958,34.1,14.5,82.868,83.109,17.8,22.958,440.986,423.431,375.9,1690.7,415.4,1903.6,False,0,7,2016,7,2022
14889,202206,80131,4,11.0,8,26,0.2183076923076923,0.154292343387471,12,9,8,0.35912101143889225,0,1.0,2,0.48,0.1294718643529553,0.37526850830648456,0.328713798846134,0.10969358980442613,0.6317651098901098,0.3246383286585797,0.3185503732484856,0.0,0.6061547212741752,0.7209762695192427,0.6758243005504796,0.31877478103895757,0.5042570362150711,0.28383966244725733,0.10347149657494485,0.6940666666666666,0.7535066666666667,0.709827415631527,0.9111994939877934,0.011571303663005935,0,0,0,0,3.8275,7362.36,29,177.0,1137.0,86.0,275.0,343.0,433.0,0.2940543779722348,0.0027178031876063454,0.0,0.0,0,23.119,22.727,33.6,15.7,77.319,82.151,16.4,22.727,433.605,418.08,177.7,1489.8,461.9,1686.3,True,0,10,2012,10,2022
14890,202206,80430,1,51.0,176,17,0.1966153846153846,0.11600928074245939,2,2,0,0.378687537627935,0,1.0,2,0.48,0.15896222510882474,0.5115783935875502,0.42495979575495735,0.1412821013474145,0.6627403846153845,0.4642556942667369,0.4320117940402619,0.0,0.6243913538111492,0.7306959301610723,0.683962317689121,0.4170731223636948,0.5107804566394296,0.2541772151898734,0.04209915244398003,0.5957533333333332,0.6199666666666667,0.7149334945586457,0.9339711471486587,0.01265650095187305,0,0,0,0,0.0,0.0,0,0.0,509.0,95.0,232.0,83.0,99.0,0.0,0.0021209809976746536,0.0,0.0,2,23.12,22.912,34.7,14.9,78.758,81.174,17.6,22.912,460.673,445.187,224.9,1142.9,521.5,2042.0,False,0,3,2019,3,2022
14893,202206,80812,0,51.0,47,12,0.16538461538461538,0.08584686774941995,2,0,1,0.43016255267910897,0,1.0,0,0.0,0.09928387671091728,0.37985633819940773,0.27778154896133256,0.0888153160757029,0.6670535714285715,0.3469607480773117,0.2842279569234535,0.0,0.6305233219567691,0.7350854543218984,0.7019181658248681,0.2797835043298006,0.5460472779851374,0.3176793248945148,0.04951817020782538,0.6172066666666667,0.6455933333333334,0.7211058590744202,0.9233011777147102,0.018770812533718633,0,0,0,0,4.0816,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3135760546391832,0.0017590649091556176,0.0,0.0,0,22.854,22.728,33.6,15.1,81.725,82.359,16.2,22.728,431.981,419.92,328.1,1816.7,429.9,2015.9,False,0,4,2021,4,2022
14895,202206,80257,3,31.0,71,2,0.3296923076923077,0.32366589327146167,2,2,0,0.36484045755568933,0,1.0,0,0.0,0.29270177548576287,0.561761923040182,0.48435742504942086,0.2488356661498764,0.6339285714285714,0.4876310848104995,0.47098566664627056,0.0,0.6370875995449374,0.7966277411354814,0.7110833664377731,0.49421813289502226,0.5185770234501655,0.3113161820361602,0.0,0.0,0.6933333333333334,0.0,0.0,0.07634850352961008,0,0,1,1,3.1088,164367.6,127,0.0,0.0,0.0,0.0,0.0,0.0,0.2388389941842152,0.0023355803089659625,2150.0,128580.0,5,23.285,23.09,34.7,13.9,80.099,82.827,19.6,23.09,433.63,420.567,214.1,1209.1,421.2,1642.4,True,0,4,2019,4,2022
14897,202206,80307,2,51.0,64,17,0.2230769230769231,0.2668213457076566,2,5,2,0.3479831426851295,0,1.0,0,0.0,0.1572532081546333,0.4460470026313275,0.40321719628724845,0.1357441740522552,0.6436813186813186,0.39314623342310423,0.39812113749005695,0.0,0.6154379977246872,0.7371818517152343,0.6879575506497929,0.3980456748129481,0.49788829483170244,0.31481012658227847,0.0280157900847556,0.5911866666666667,0.6073066666666667,0.721732439265692,0.9154725595452955,0.014752482001227824,0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002134168401032735,0.0,0.0,4,23.384,23.114,33.7,15.4,78.505,81.306,17.6,23.114,449.474,427.162,233.1,1106.0,464.3,1644.0,False,0,4,2016,4,2022
14898,202206,80337,4,81.0,177,22,0.05938461538461538,0.21925754060324823,11,6,9,0.4292594822396147,0,1.0,0,0.0,0.057438087725314065,0.6120145999600525,0.44849594995456304,0.046619250578958056,0.6052266483516483,0.5071996149298447,0.41636901119745456,0.0,0.5783276450511946,0.6628304438706505,0.6384995176210204,0.4109143478347587,0.47573892867951173,0.42210970464135017,0.02818994543132474,0.56582,0.5820066666666667,0.6877597010003298,0.8945929328286457,0.015540025176577101,0,0,0,0,0.0,0.0,0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0024865247701184043,0.0,0.0,4,23.137,23.108,33.7,15.4,81.945,81.514,16.2,23.108,441.889,430.488,428.5,1533.3,431.7,2039.5,False,0,3,2014,3,2022
14899,202206,80337,4,81.0,71,17,0.1966153846153846,0.21925754060324823,2,7,3,0.37387116195063214,0,1.0,0,0.0,0.14121919166496344,0.45447707445006985,0.38239012321944976,0.12842561526691193,0.678125,0.4220090174210009,0.3977582145260968,0.0,0.6445278725824801,0.7593815320300014,0.7142500425628513,0.39191251879845884,0.5233767107165674,0.3021518987341772,0.040369209334726576,0.6074133333333334,0.6305866666666666,0.7507694844454216,0.9160134539196628,0.016029914238408542,0,0,0,0,0.0,0.0,0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0024750245807068963,0.0,0.0,4,23.2,23.109,33.7,15.4,79.231,81.2,17.6,23.109,435.468,428.628,202.0,1173.3,439.1,1777.5,False,0,8,2013,8,2022
14900,202206,80337,4,81.0,121,17,0.11015384615384616,0.21925754060324823,2,5,2,0.3729680915111379,0,1.0,0,0.0,0.07121748560405536,0.40909363878733146,0.34503859905185424,0.06596971292859816,0.6907348901098901,0.3869301037166104,0.36557815272593774,0.0,0.6450910125142207,0.7325710070084841,0.7075251120821747,0.3503013059507233,0.5475301792259323,0.2721518987341772,0.03529548357134564,0.6798,0.7000666666666666,0.732356820929977,0.941008293345785,0.013326222707288185,0,0,0,0,0.0,0.0,0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0016419896552216566,0.0,0.0,4,23.186,23.106,33.7,15.4,79.264,81.211,17.6,23.106,433.152,428.184,202.3,1173.3,436.6,1770.6,False,0,9,2015,9,2022
14901,202206,80355,0,51.0,26,17,0.13323076923076924,0.06148491879350348,0,0,1,0.41721854304635764,0,1.0,0,0.0,0.14122383688030715,0.6707168674175648,0.505699198122149,0.12399854064452792,0.6547252747252748,0.6013116533835453,0.507873019029554,0.0,0.6196530147895336,0.7069654494036641,0.6801997616480336,0.49358385938890176,0.526927603483641,0.3239662447257384,0.26103564379426447,0.5485066666666667,0.6984333333333334,0.7222326041552161,0.9108870998899445,0.008948226787629993,0,0,0,0,0.0,0.0,0,0.0,931.0,171.0,258.0,252.0,250.0,0.0,0.0019457862675291311,0.0,0.0,1,23.114,22.956,34.1,14.5,82.484,83.078,17.8,22.956,443.509,423.457,289.6,1569.0,420.0,1860.2,False,0,4,2021,4,2022
14904,202206,81143,4,51.0,50,14,0.2715384615384615,0.19721577726218098,2,3,6,0.36785069235400364,0,1.0,2,0.48,0.20988223112226714,0.489080195569296,0.41823958296050034,0.1869803088139314,0.6643131868131867,0.44488944750573706,0.42618667013400235,0.0,0.6308077360637089,0.7392905446944548,0.7007150558992112,0.42053175483578825,0.5187834157167356,0.3229113924050633,0.033472657610588645,0.5528533333333333,0.5720333333333334,0.7265472133670441,0.922970017893669,0.013803709514389716,0,0,0,0,0.0,0.0,0,0.0,127.0,46.0,50.0,31.0,0.0,0.0,0.0023181345564254525,0.0,0.0,4,23.279,23.118,33.7,15.4,78.538,81.158,17.6,23.118,440.469,428.346,157.8,1128.6,448.9,1743.5,False,0,4,2018,4,2022
14905,202206,80133,3,11.0,8,17,0.13338461538461538,0.23201856148491878,2,6,9,0.3699578567128236,0,1.0,2,0.6,0.0978324580621513,0.46410150845411674,0.39461845008034313,0.09400785220369677,0.7165247252747253,0.45535065290939464,0.43372353607048886,0.0,0.6684982935153584,0.7801303332103776,0.7270472731400034,0.4116918074496929,0.5013887487810619,0.210210970464135,0.04740508533611982,0.6076333333333334,0.6348533333333334,0.7571232274376168,0.9407742737389158,0.016445389771860525,0,0,0,0,0.0,63299.63,43,131.0,619.0,73.0,216.0,101.0,229.0,0.0,0.0025642340178267543,1300.0,78030.0,2,23.188,22.926,34.7,14.9,78.242,81.085,17.6,22.926,468.338,446.32,157.5,1052.9,532.6,2005.9,True,0,7,2015,7,2022
14906,202206,80153,2,31.0,44,49,0.06923076923076923,0.2900232018561485,2,4,4,0.42233594220349185,0,1.0,2,0.48,0.04110255453060522,0.3756690467299459,0.279810510247427,0.04134114456720697,0.7500068681318681,0.3858077120269021,0.3219080799118889,0.0,0.7023947667804324,0.8095844091970983,0.7657794676806084,0.30746801000300994,0.5491643969198696,0.23438818565400843,0.019075815627539766,0.2520733333333333,0.2630133333333333,0.7980158293943058,0.9429003197900007,0.34865218496722705,3,1,4,0,4.4626,41955.18,105,161.0,1048.0,159.0,246.0,241.0,402.0,0.34284704562740564,0.002214273144666055,2050.0,27000.0,4,23.202,23.102,33.7,15.4,81.473,81.506,16.2,23.102,436.591,429.842,403.0,1501.2,429.0,2004.7,True,0,2,2017,2,2022
14908,202206,80337,4,81.0,51,11,0.08984615384615384,0.21925754060324823,2,6,9,0.37176399759181217,0,1.0,0,0.0,0.053424621668324866,0.3762510512283871,0.31836625600776763,0.049166899390820216,0.6862499999999999,0.35355818452776666,0.3351297191458117,0.0,0.6470989761092151,0.7183081273822698,0.7157936552976563,0.32699949713278614,0.548269948552406,0.3122362869198312,0.0101010101010101,0.5386666666666666,0.5444666666666667,0.7488182917445312,0.921724856966554,0.012048790470107467,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021777235681541465,0.0,0.0,1,23.053,22.946,34.1,14.5,80.78,82.875,18.7,22.946,442.166,421.479,149.9,1349.3,420.4,1653.0,False,0,9,2014,9,2022
14909,202206,80337,4,81.0,33,5,0.10107692307692308,0.21925754060324823,2,5,2,0.3669476219145093,0,1.0,0,0.0,0.061261522245514,0.38350543894538475,0.3287638567703034,0.05728359181920795,0.6972596153846154,0.36615571388743856,0.3516260784433703,0.0,0.6542662116040957,0.7432681667281447,0.7271437489359288,0.3430335310133761,0.4822959749823464,0.36286919831223624,0.0,0.6277333333333334,0.6277333333333334,0.7499725184126635,0.9304994883580765,0.012296835564705665,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017741837376335696,0.0,0.0,1,23.078,22.94,34.1,14.5,80.429,82.893,18.7,22.94,445.073,420.718,148.6,1348.0,426.0,1632.5,False,0,9,2015,9,2022
14910,202206,80337,4,81.0,89,5,0.08169230769230769,0.21925754060324823,8,10,7,0.3521974714027694,0,1.0,0,0.0,0.03365711891920197,0.26069429531658433,0.23284231071443584,0.027754202842631536,0.614896978021978,0.2195003117555053,0.21961810867037876,0.0,0.5977645051194539,0.6742284519857372,0.6837466659099938,0.22844905502305782,0.5667978075927234,0.4430379746835443,0.0,0.5937333333333333,0.5937333333333333,0.7308013630867319,0.8696400403131889,0.014919912440081609,0,0,0,0,0.0,0.0,0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0012175770748465674,0.0,0.0,2,23.255,22.913,34.7,14.9,78.022,81.235,17.6,22.913,474.569,444.281,152.3,1014.5,543.4,1895.4,False,0,2,2011,2,2022
14911,202206,80337,4,81.0,178,5,0.017230769230769234,0.21925754060324823,15,7,3,0.35490668272125225,0,1.0,0,0.0,0.010621496029607758,0.39004685673593803,0.3457158148845622,0.00883158991177745,0.6200206043956044,0.33114775616727393,0.3287963501193172,0.0,0.5882252559726963,0.6527111766875693,0.6558651608875774,0.3253613902278289,0.5493123507851642,0.3333333333333333,0.0,0.526,0.526,0.68863361547763,0.9110924189789902,0.009580741778855395,0,0,0,0,0.0,0.0,0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0019063778200454828,0.0,0.0,2,23.254,22.915,34.7,14.9,77.923,81.2,17.6,22.915,473.998,444.734,152.3,1014.5,544.0,1909.2,False,0,6,2013,6,2022
14913,202206,80418,1,51.0,47,17,0.10753846153846154,0.09164733178654293,0,0,1,0.4232390126429862,0,1.0,2,0.48,0.12282076056533116,0.7226761487090864,0.5371241399493235,0.10643104350917426,0.6461744505494506,0.639428639677737,0.5323846600991251,0.0,0.6196814562002276,0.7448297061354974,0.6920776346404859,0.5334106597146109,0.5120481522579777,0.27999999999999997,0.03393707186810635,0.53178,0.5512133333333333,0.726970429812026,0.9116377288176379,0.010591525539343052,0,0,0,0,1.8099,0.0,0,0.0,215.0,0.0,25.0,190.0,0.0,0.13904873120625677,0.0017850208693580324,0.0,0.0,2,23.214,22.938,34.7,14.9,80.242,81.226,16.1,22.938,453.154,445.265,290.2,1267.7,508.4,2286.2,False,0,4,2021,4,2022
14914,202206,80500,0,91.0,40,2,0.26153846153846155,0.09280742459396751,2,4,4,0.3777844671884407,0,1.0,2,0.72,0.20610609334011254,0.4986444894095579,0.4152059420752498,0.1773560306153486,0.6416620879120878,0.4381249443410414,0.4086703787554305,0.0,0.6115927189988624,0.7273884175580967,0.677299812723455,0.4035308383430041,0.5065805844177679,0.24831223628691984,0.11253918495297807,0.5898733333333334,0.6544866666666667,0.7072881169616357,0.9257208521404515,0.01219141639950143,0,0,0,0,5.1355,0.0,0,125.0,985.0,151.0,341.0,179.0,314.0,0.39454376435699856,0.0018731699707852816,7650.0,0.0,1,23.004,22.934,34.1,14.5,81.198,82.93,18.7,22.934,438.274,420.906,206.1,1406.2,414.3,1675.7,True,0,2,2017,2,2022
14915,202206,80599,1,51.0,64,0,0.10292307692307692,0.09280742459396751,2,4,4,0.38079470198675497,0,1.0,2,0.48,0.07920514453376395,0.4869410495783797,0.4022556412812127,0.0726340510572159,0.6838118131868132,0.45594776777112556,0.42193293764914647,0.0,0.6441126279863482,0.7217324480511497,0.7057715226150617,0.40737884090067333,0.5553650089108577,0.2420253164556962,0.09337048647393476,0.65906,0.7126266666666666,0.7437012201824779,0.9277906010219592,0.007466157347405758,0,0,0,0,1.8112,0.0,0,40.0,1089.0,17.0,438.0,318.0,316.0,0.13914860597865752,0.0020508673436383604,0.0,0.0,1,23.007,22.927,34.1,14.5,81.286,82.987,18.7,22.927,435.079,420.16,198.7,1411.5,411.2,1688.9,False,0,2,2017,2,2022
14917,202206,80228,3,31.0,40,2,0.08953846153846154,0.23781902552204176,2,6,9,0.36393738711619505,0,1.0,2,0.6,0.062312185497806614,0.44035112851820657,0.3806178040826502,0.05338782838415276,0.6388804945054944,0.38523010026028304,0.37300335005812885,0.0,0.6061433447098977,0.7418541743514079,0.673798308836048,0.3680028690820667,0.4752009146238945,0.23628691983122363,0.03901079763148729,0.5761333333333333,0.5985333333333334,0.7067714631197098,0.9147517350014956,0.014702872982308183,0,0,0,0,0.0,39459.18,44,121.0,684.0,88.0,214.0,156.0,226.0,0.0,0.0018855050701909702,900.0,33480.0,2,23.213,22.916,34.7,14.9,78.033,81.136,17.6,22.916,471.445,445.221,134.1,1016.0,538.5,1960.6,True,0,7,2014,7,2022
14919,202206,80261,4,31.0,8,66,0.049692307692307695,0.13921113689095127,0,0,1,0.5764599638771823,0,1.0,0,0.0,0.05439251562903817,0.6926051810231783,0.377949016131284,0.04563364109968191,0.6255975274725275,0.5933125422281211,0.3626881539497032,0.0,0.5974232081911264,0.703368990532399,0.6698825265308439,0.36329890100939094,0.5586603450015132,0.27848101265822783,0.03332172297689539,0.6664666666666667,0.6855333333333333,0.6933989227217765,0.9132758660657221,0.014380414359330526,0,0,0,0,0.0,53729.1,170,97.0,1050.0,145.0,232.0,58.0,615.0,0.0,0.0023655783168447598,650.0,19380.0,1,23.338,23.019,34.1,14.5,80.659,82.837,15.8,23.019,441.916,426.602,208.8,2236.9,421.0,2587.5,True,0,11,2020,11,2022
14920,202206,80337,4,81.0,18,5,0.04584615384615385,0.21925754060324823,2,6,9,0.354003612281758,0,1.0,0,0.0,0.023295332656539533,0.3215153876214709,0.28570032052317534,0.020683796720184146,0.662081043956044,0.2914841450290661,0.2901525117787432,0.0,0.6255972696245734,0.7674289929915161,0.6939447250439816,0.28449052007897724,0.468711120078012,0.23628691983122363,0.04806687565308255,0.7792,0.8068000000000001,0.7238100472683303,0.9218860214127941,0.015701254488065933,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001356728740543318,0.0,0.0,1,23.12,22.938,34.1,14.5,80.571,83.008,18.7,22.938,449.589,419.475,182.7,1327.5,431.3,1565.4,False,0,2,2014,2,2022
14921,202206,82514,4,31.0,8,2,0.17276923076923079,0.11600928074245939,3,4,4,0.36393738711619505,0,1.0,2,0.48,0.13756425177404996,0.5038194718239528,0.43547671515182573,0.12529842496960325,0.6791895604395604,0.4685616967183118,0.4536900354892003,0.0,0.6427701934015927,0.7716340833640724,0.7160547074513365,0.4474487790046634,0.4865496486095699,0.2791983122362869,0.027249506559851387,0.6255066666666667,0.6411466666666666,0.7465977794877433,0.9280919564591067,0.011143425874824043,0,0,0,0,5.5477,125348.4,82,69.0,676.0,96.0,321.0,84.0,175.0,0.4262117498828392,0.0014355741616020824,4000.0,0.0,1,23.085,22.937,34.1,14.5,80.473,82.924,18.7,22.937,445.044,420.099,191.6,1347.9,426.0,1612.1,True,0,3,2017,3,2022
14922,202206,80228,3,31.0,18,67,0.09415384615384616,0.23781902552204176,2,5,2,0.36303431667670083,0,1.0,2,0.6,0.07103083240569791,0.47735842849823273,0.4136314588243989,0.06618285972995701,0.6947870879120879,0.4541455119065906,0.440825200391605,0.0,0.6532992036405006,0.7736136726915038,0.7206628454684751,0.42773806070986725,0.5224620868220182,0.21869198312236285,0.04270289097875305,0.5824,0.60692,0.7478949104100253,0.9320029539456037,0.018857628316828,0,0,0,0,5.3339,37035.9,42,119.0,615.0,66.0,189.0,121.0,239.0,0.4097861911603144,0.0016900129823285907,900.0,36720.0,2,23.231,22.92,34.7,14.9,77.956,81.119,17.6,22.92,474.475,445.961,134.1,1020.3,541.5,1963.9,True,0,11,2015,11,2022
14923,202206,80355,0,51.0,32,17,0.2569230769230769,0.06148491879350348,2,3,6,0.3838049367850693,0,1.0,2,0.24,0.18621274748440475,0.458608446300944,0.37587907196166004,0.17217594101590122,0.6894711538461539,0.4329691361723088,0.39752608150278407,0.0,0.6481740614334471,0.746569531538178,0.7131207082458431,0.38463020812914495,0.49804633646054003,0.2854430379746835,0.10205503308951586,0.5835266666666666,0.6421666666666667,0.7454600417720129,0.92305832717928,0.01334482608938305,0,0,0,0,3.1773,0.0,0,0.0,779.0,55.0,382.0,227.0,115.0,0.24410162642225516,0.0017959122702321173,0.0,0.0,1,23.005,22.926,34.1,14.5,81.363,82.995,18.7,22.926,433.695,420.395,198.7,1416.2,409.4,1702.0,False,0,3,2018,3,2022
14924,202206,80402,0,51.0,121,2,0.07600000000000001,0.07540603248259861,2,4,4,0.378687537627935,0,1.0,2,0.24,0.053258238500558275,0.4434135526395776,0.3683363700839325,0.047951807041467946,0.6713804945054944,0.40764203137182287,0.3793298354035367,0.0,0.6345278725824801,0.7462805852698882,0.7084728449009705,0.37445532138411447,0.5293722048488517,0.2742616033755274,0.25438290955532333,0.577,0.7230666666666666,0.7334286028360998,0.9227834645278158,0.013313820452558274,0,0,0,0,0.0,0.0,0,0.0,1028.0,136.0,385.0,278.0,229.0,0.0,0.0010714678258649793,0.0,0.0,1,23.026,22.935,34.1,14.5,81.077,82.917,18.7,22.935,441.587,421.467,205.7,1410.5,418.4,1682.4,False,0,8,2017,8,2022
14925,202206,80402,0,51.0,137,2,0.16923076923076924,0.07540603248259861,2,4,4,0.3798916315472607,0,1.0,2,0.24,0.12356610648184904,0.46201469722364547,0.38257158773208416,0.10711793630333434,0.6464217032967032,0.4089502088268591,0.37934092577862083,0.0,0.6095392491467577,0.6920509037255625,0.6777538164689859,0.3720633431708902,0.5775076498873533,0.3781856540084388,0.1330546847788227,0.6877333333333334,0.7641333333333333,0.7040288007035287,0.9253930039176206,0.010628732303532782,0,0,0,0,0.0,0.0,0,0.0,1028.0,136.0,385.0,278.0,229.0,0.0,0.001037825127649476,0.0,0.0,1,22.99,22.928,34.1,14.5,81.264,82.953,18.7,22.928,437.88,420.974,207.6,1412.8,413.9,1688.1,False,0,8,2017,8,2022
14926,202206,80413,1,81.0,179,17,0.16599999999999998,0.16821345707656613,17,2,0,0.3826008428657436,0,1.0,0,0.0,0.12374304695721504,0.471681100468081,0.3878101730915171,0.1160529879836546,0.6993406593406593,0.45168514908891144,0.41601526647494347,0.0,0.6567064846416383,0.7616746587974917,0.7286419612961808,0.4054763963905086,0.5490769696358317,0.2676371308016877,0.029803784976198767,0.60774,0.6248533333333334,0.749406397713532,0.93157134231218,0.012253427673150978,0,0,0,0,2.3654,0.0,0,0.0,17.0,0.0,0.0,17.0,0.0,0.18172598972058113,0.0011399088768795976,0.0,0.0,1,23.002,22.924,34.1,14.5,81.253,82.982,18.7,22.924,436.368,420.544,206.8,1416.2,412.6,1694.5,False,0,1,2019,1,2022
14928,202206,81176,1,51.0,68,17,0.4427692307692308,0.10788863109048724,2,3,6,0.37567730282962075,0,1.0,2,0.8,0.3761952983664045,0.5376153850161961,0.4501667012365214,0.3237544331034096,0.6417307692307692,0.47241739655176135,0.4431289389952885,0.0,0.6101990898748578,0.7216094921923031,0.6746382157652802,0.43578925404613555,0.49293184034432896,0.2567088607594937,0.07533960292580982,0.6034266666666667,0.64668,0.7098329119489942,0.9217270646986943,0.01106281121907963,0,0,0,0,0.0,0.0,0,0.0,357.0,37.0,162.0,79.0,79.0,0.0,0.0019487251507086464,0.0,0.0,2,23.147,22.92,34.7,14.9,78.549,81.1,17.6,22.92,466.411,446.817,222.0,1121.7,527.5,2034.3,False,0,4,2018,4,2022
14931,202206,80136,4,28.0,8,17,0.029538461538461538,0.19721577726218098,0,2,0,0.33714629741119806,0,1.0,0,0.0,0.0260423440939043,0.5578635148630928,0.5205065789325618,0.023526272676991578,0.6736332417582417,0.5145799193388575,0.5378407422137919,0.0,0.6402161547212742,0.709393827615886,0.7182339254298848,0.5364439187250764,0.5851575372406604,0.3924050632911392,0.4150702426564496,0.7494,0.9877333333333334,0.7466747279322855,0.9145386888499591,0.008173085867010623,0,0,2,0,0.0,11260.8,57,138.0,815.0,209.0,219.0,231.0,156.0,0.0,0.0015028379895249062,200.0,11520.0,4,23.2,23.068,33.7,15.4,79.637,81.532,17.6,23.068,448.801,427.789,299.4,1106.6,462.5,1593.9,True,0,8,2019,8,2022
