,Período,Hacienda,Zona,Tenencia,Suerte,Suelo,Area Neta,Dist Km,Variedad,Cod.Estado #,Cod.Estado,Edad Ult Cos,Destino 1=Semilla,Cod. T.Cultivo,Producto,Dosis Madurante,TonUltCorte,TCH,TCHM,Ton.Azucar,Rdto,TAH,TAHM,Sac.Caña Precosecha,%Sac.Caña,%Sac.Muestreadora,%ATR,KATRHM,%Fibra Caña,%AR Jugo,%ME Min,%ME Veg,%ME Tot,Brix,Pureza,Vejez,Tipo Quema,T.Corte,Cerca de,Cosechó,Num.Riegos,M3 Riego,DDUlt.Riego,Lluvias (2 Meses Ant.),Lluvias Ciclo,Lluvias 0 -3,Lluvias tres a seis,Lluvias seis a nueve,Luvias 9 -FC,%Infest.Diatrea,Fosfato Jugo,NITO_XTEND,Vinaza,Codigo Estacion,Temp. Media 0-3,Temp. Media Ciclo,Temp Max Ciclo,Temp Min Ciclo,Humedad Rel Media 0-3 ,Humedad Rel Media Ciclo,Oscilacion Temp Med 0-3,Oscilacion Temp Ciclo,Radicion Solar 0-3,Radiacion Solar Ciclo,Precipitacion 0_3,Precipitacion Ciclo,Evaporacion 0-3,Evaporacion Ciclo,DS_indicator,catSac,Mes Siembra,Ano Siembra,Mes Ult.Corte,Ano Ult.Corte
18991,202309,80365,2,51.0,169,17,0.2003076923076923,0.314385150812065,0,1,5,0.3729680915111379,0,1.0,5,0.24,0.15232970218257555,0.48119679030143037,0.405852007286459,0.15202189966697757,0.744168956043956,0.4903386175069321,0.4632801505231598,0.0,0.7052332195676906,0.7948358539284398,0.7689291186652291,0.44780217616139156,0.5708833518275664,0.48624472573839667,0.061082085220016256,0.5318133333333334,0.5668799999999999,0.804814774101352,0.9345848966836552,0.01867159449587935,0,0,2,0,1.5201,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11678433963568757,0.0013203113581138214,0.0,0.0,4,22.646,24.763,34.9,15.4,82.846,79.939,15.6,24.763,446.652,449.425,398.9,1151.7,439.8,1919.1,False,0,7,2021,7,2023
18998,202310,80483,0,81.0,8,4,0.04584615384615385,0.07424593967517401,0,2,0,0.3847080072245635,0,1.0,0,0.0,0.022548719863109728,0.3112108587854209,0.2544720892769102,0.02646598713806856,0.8752197802197802,0.37296902379266533,0.3416336504925656,0.0,0.8114618885096702,0.9087052748063447,0.8936042222348335,0.3263003766973087,0.5568781734422812,0.4430379746835443,0.012306977824219203,0.45239999999999997,0.4594666666666667,0.8958667692645927,0.9624365414992929,0.006926659266654678,0,0,0,0,1.3464,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.10343953350798615,0.0018855050701909702,0.0,0.0,0,22.555,24.51,35.4,15.2,82.429,79.744,15.7,24.51,420.566,433.529,453.3,1261.8,438.2,1964.2,False,0,1,2020,1,2023
19001,202310,81118,2,51.0,8,46,0.06153846153846154,0.5278422273781902,2,3,6,0.36303431667670083,0,1.0,0,0.0,0.03443455905082204,0.3540655313457981,0.30679804760301677,0.03812682857007279,0.8256318681318682,0.4002871430566074,0.38854670195190605,0.0,0.7752047781569966,0.9010205336284275,0.8311389818966007,0.36589667985991936,0.4946702982615421,0.35654008438818563,0.0,0.599,0.599,0.8675387490381445,0.9547481143207857,0.017369357749238812,0,0,9,0,2.2644,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17396648817252217,0.0022333842344328465,0.0,0.0,8,22.958,25.124,35.4,16.3,83.703,81.103,15.2,25.124,450.978,457.089,392.1,1229.0,449.2,1953.6,False,0,2,2019,2,2023
19004,202310,80167,2,31.0,18,31,0.017538461538461537,0.5394431554524362,2,3,6,0.3699578567128236,0,1.0,2,0.4,0.007461060426650361,0.26918125938984466,0.2288807287736796,0.00827616357538979,0.8271428571428572,0.30487734839969755,0.29039688245732115,0.0,0.770307167235495,0.8785810893889096,0.838771919868339,0.2754769689398453,0.5208648575944046,0.32067510548523204,0.0,0.7376,0.7376,0.8485214906012972,0.9682958625995824,0.009506328250475937,0,0,9,0,0.0,12665.16,58,157.0,1530.0,333.0,483.0,432.0,282.0,0.0,0.0018159292373425948,250.0,0.0,8,22.945,25.117,35.4,16.3,83.582,81.069,15.7,25.117,456.881,458.39,389.2,1230.1,458.0,1998.6,True,0,2,2019,2,2023
19005,202310,80257,3,31.0,152,2,0.2895384615384615,0.32366589327146167,0,3,6,0.3618302227573751,0,1.0,0,0.0,0.2710238223534519,0.5922934928919419,0.5149306924626269,0.2543704818128991,0.6998626373626373,0.5676073648652754,0.5527928623875665,0.0,0.686575654152446,0.7966277411354814,0.7820214516769763,0.5778294004318495,0.5185770234501655,0.3113161820361602,0.0,0.0,0.6,0.0,0.0,0.07634850352961008,0,0,1,1,3.0146,115624.8,83,0.0,0.0,0.0,0.0,0.0,0.0,0.2316019145225602,0.0023355803089659625,0.0,201940.0,5,22.842,25.071,35.9,15.5,83.835,80.717,16.2,25.071,434.186,442.893,431.9,1075.5,417.2,1770.4,True,0,6,2019,6,2023
19006,202310,80528,2,51.0,8,80,0.15692307692307692,0.8839907192575406,2,2,0,0.3440698374473209,0,1.0,2,0.32,0.0795619815306238,0.32081490217193076,0.2933084352938349,0.08609730540436049,0.8069299450549451,0.354478848223647,0.3630468702196659,0.0,0.7531171786120593,0.842407475716218,0.8173599682197379,0.3440092669632232,0.5745821984599347,0.3719831223628692,0.1389527458492976,0.51208,0.59186,0.8306529625151149,0.9685078048850488,0.03723776982655447,0,0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002065322418670939,0.0,0.0,15,22.789,25.283,36.3,15.8,85.418,82.264,14.9,25.283,427.196,446.398,516.5,1302.9,394.7,1639.9,False,0,6,2019,6,2023
19007,202310,80548,3,51.0,33,75,0.35984615384615387,0.3596287703016241,2,4,4,0.3747742323901264,0,1.0,0,0.0,0.27904315320595874,0.49067085479066613,0.41184821333866894,0.2781830246464602,0.743379120879121,0.49946070838508294,0.4696246099247385,0.0,0.7039135381114904,0.8086683880486907,0.7767266329947222,0.4590263158488434,0.4989811358821749,0.46919831223628694,0.01754324857773134,0.59896,0.6090333333333333,0.8015664504781796,0.9344436018266775,0.014318403085680978,0,0,1,0,1.6114,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12379862172814088,0.0019918705161745807,0.0,0.0,2,22.512,24.636,35.6,15.6,82.209,79.897,15.8,24.636,454.516,468.349,345.5,856.3,503.0,2219.1,False,0,3,2018,3,2023
19008,202310,80665,3,51.0,51,35,0.032615384615384616,0.388631090487239,2,3,6,0.36484045755568933,0,1.0,0,0.0,0.02987000153714399,0.5794934060494481,0.4996457104134204,0.027148212484023715,0.6777335164835165,0.5377820688216857,0.519424600746497,0.0,0.640858930602958,0.738226976515431,0.6941036263549175,0.4976438797256953,0.507582635596355,0.32067510548523204,0.0,0.8102,0.8102,0.7282345828295043,0.9396218375616923,0.012861138154916563,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022751297341418717,0.0,0.0,2,22.562,24.689,35.6,15.6,82.231,79.916,15.5,24.689,449.264,467.723,308.1,818.2,495.1,2155.9,False,0,11,2018,11,2023
19009,202310,81072,4,81.0,40,17,0.09723076923076923,0.191415313225058,0,0,1,0.39855508729680916,0,1.0,2,0.32,0.09603011450878116,0.6249416678969353,0.4932507833756581,0.09709770291536594,0.7539697802197802,0.6451977009477067,0.5704579177629566,0.0,0.7167235494880546,0.8255379318824543,0.7786674990068669,0.5511274227999481,0.4938935404687448,0.39248945147679326,0.0,0.5288266666666667,0.5288266666666667,0.8182202924040892,0.9331013006853904,0.012327841201530439,0,0,0,0,2.3255,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1786606024753578,0.0021053396546920106,0.0,0.0,4,22.867,24.723,34.9,15.4,81.857,79.804,16.4,24.723,446.131,449.407,419.7,1208.6,447.4,2049.3,False,0,8,2022,8,2023
19013,202310,80527,3,51.0,80,2,0.47815384615384615,0.40255220417633414,0,2,0,0.3955448524984949,0,1.0,2,0.4,0.2521553799194942,0.3336847374317201,0.2653733184947949,0.2885836550631311,0.8534065934065933,0.3899344950818552,0.34738802545432296,0.0,0.8002559726962458,0.9025021517275299,0.8733726803246127,0.3325745833778336,0.5523756683143347,0.44523206751054845,0.0212353419249971,0.55944,0.5716133333333333,0.8921952291964386,0.9594958422884469,0.028903454648055014,0,0,8,0,2.0266,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15569708749798333,0.0020138105593049873,0.0,0.0,9,22.491,24.377,35.8,15.0,83.022,81.571,15.6,24.377,373.899,387.663,518.1,1418.4,328.6,1474.3,False,0,4,2020,4,2023
19015,202310,81072,4,81.0,47,17,0.2196923076923077,0.191415313225058,0,0,1,0.3708609271523179,0,1.0,2,0.32,0.21510598692245195,0.6195457824942902,0.5255075797280435,0.21984458953293626,0.7621016483516483,0.6465297590769921,0.6143230282077954,0.0,0.7245676905574517,0.8312922660764787,0.8049089154985529,0.6069569803370085,0.511617741013484,0.4982700421940928,0.05108556832694764,0.43571333333333334,0.46501333333333333,0.8313839727382655,0.9290721895293889,0.016116730021517915,0,0,0,0,1.6136,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12396764057374215,0.0014636521847063726,0.0,0.0,4,22.743,24.86,34.9,15.4,82.549,79.886,15.6,24.86,447.746,450.1,334.5,1078.2,442.0,1908.9,False,0,9,2022,9,2023
19021,202310,80385,3,51.0,51,2,0.33907692307692305,0.3654292343387471,0,2,0,0.3729680915111379,0,1.0,0,0.0,0.24517784418089653,0.4575291261039852,0.3858901485932634,0.2515661233497653,0.7651098901098902,0.47933759779234114,0.45288617450896407,0.0,0.7485779294653016,0.7966277411354814,0.8313943590034618,0.46036573183366886,0.5185770234501655,0.3113161820361602,0.07390339010680355,0.517401322490979,0.5733840838383314,0.0,0.0,0.07634850352961008,0,0,1,1,1.5594,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1198036308321105,0.0023355803089659625,0.0,0.0,6,22.935,25.034,36.3,15.1,84.011,81.908,16.3,25.034,439.491,458.16,299.1,997.3,466.2,2018.0,False,0,1,2020,1,2023
19022,202310,80519,2,51.0,50,88,0.18,0.8723897911832946,0,1,5,0.37688139674894644,0,1.0,2,0.32,0.12270294101252181,0.4313384998827627,0.360022943154744,0.13497326719040623,0.8202472527472527,0.4844654743926975,0.45297833935018056,0.0,0.7695563139931741,0.8693901389401206,0.8378128369559049,0.43282205394113327,0.5702444601365211,0.3313080168776371,0.05599674910019738,0.52052,0.5526533333333333,0.8592503022974608,0.949834806442604,0.02987083051698799,0,0,12,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017180917011912094,0.0,0.0,15,22.707,25.102,36.3,15.8,85.571,82.491,15.4,25.102,440.297,447.997,504.7,1466.6,414.4,1807.6,False,0,3,2021,3,2023
19023,202310,80548,3,51.0,51,75,0.16676923076923078,0.3596287703016241,2,4,4,0.378687537627935,0,1.0,0,0.0,0.143562491659727,0.544704320414065,0.4524769524822886,0.14172939846705443,0.7361538461538462,0.5490749162559311,0.5109400813804076,0.0,0.6943174061433447,0.8080290175826879,0.7626014414618921,0.49513802009909014,0.480063216651535,0.39569620253164556,0.01311970277487519,0.5291533333333333,0.5366866666666666,0.7835605144553149,0.9489782063721772,0.01431220195831602,0,0,1,0,1.0879,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08357981914983521,0.0021964798211734113,0.0,0.0,2,22.489,24.654,35.6,15.6,82.242,79.88,15.8,24.654,451.454,467.673,349.5,860.5,500.0,2240.6,False,0,3,2018,3,2023
19025,202310,81076,2,51.0,47,22,0.25353846153846155,0.5162412993039442,8,10,7,0.3699578567128236,0,1.0,0,0.0,0.10188604188801823,0.2542767183958455,0.21620761602094607,0.1028254397708594,0.752554945054945,0.26202594493149184,0.24958086030716514,0.0,0.7107167235494881,0.7990962744374771,0.7823619544861246,0.24272298980472456,0.59374558660345,0.3974261603375527,0.1391733426216185,0.7480399999999999,0.8280066666666667,0.8041387270528746,0.9413184797114935,0.0144114199961553,0,0,9,0,1.1899,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09141614744589477,0.0020446382193234454,0.0,0.0,8,22.986,25.16,35.4,16.3,83.516,81.061,15.2,25.16,456.241,457.932,391.6,1237.2,457.1,1997.0,False,0,10,2011,10,2023
19028,202310,80274,2,31.0,78,2,0.06446153846153847,0.3317865429234339,0,1,5,0.35490668272125225,0,1.0,2,0.4,0.031041862680677764,0.30470730432215093,0.27007556895241286,0.03331391156274723,0.8002541208791208,0.3338970065395152,0.33152611209692223,0.0,0.7509044368600684,0.8393520226238782,0.8226320867147154,0.3188035731571787,0.5674905006893305,0.3908860759493671,0.011029838616045513,0.6463333333333333,0.6526666666666666,0.8393866109706497,0.9546057155977379,0.3046675885676016,0,0,2,0,0.0,19018.8,53,65.0,696.0,295.0,208.0,123.0,70.0,0.0,0.0028222379042284135,0.0,0.0,4,22.677,24.985,34.9,15.4,82.802,79.814,15.5,24.985,434.577,448.386,355.5,1044.5,424.8,1821.5,True,0,8,2021,8,2023
19029,202310,80274,2,31.0,194,2,0.12215384615384615,0.3317865429234339,2,3,6,0.35310054184226375,0,1.0,2,0.32,0.06596079100416043,0.34167599412944744,0.3043916372266298,0.07569045172341635,0.8556730769230769,0.4003331403060503,0.3995234962981093,0.0,0.7974971558589307,0.8961637772039839,0.8643663810226435,0.37753984846188604,0.5135344160866202,0.3143459915611814,0.009752699407871823,0.47613333333333335,0.48166666666666663,0.8798505001648895,0.9667791506192136,0.016736842758013407,0,0,2,0,0.0,52138.8,46,65.0,696.0,305.0,198.0,123.0,70.0,0.0,0.001739395821209382,400.0,0.0,4,22.654,24.989,34.9,15.4,82.912,79.819,15.5,24.989,433.099,448.15,381.9,1044.5,422.6,1815.5,True,0,2,2019,2,2023
19031,202310,80385,3,51.0,44,5,0.046153846153846156,0.3654292343387471,2,2,0,0.3747742323901264,0,1.0,0,0.0,0.02649081852072695,0.36318109612595634,0.3048387463288738,0.024838603530613405,0.6991758241758241,0.34770173501755575,0.32693125497154746,0.0,0.6928327645051195,0.7966277411354814,0.7774814142216674,0.34008883700905945,0.5185770234501655,0.3113161820361602,0.07390339010680355,0.517401322490979,0.5733840838383314,0.0,0.0,0.07634850352961008,0,0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023355803089659625,0.0,0.0,6,22.935,25.051,36.3,15.1,84.011,81.895,16.3,25.051,439.491,458.152,299.1,997.3,466.2,2023.5,False,0,3,2020,3,2023
19032,202310,80573,1,51.0,8,40,0.12984615384615383,0.12412993039443154,0,0,1,0.3798916315472607,0,1.0,2,0.32,0.10952024215929879,0.5337047424685847,0.441934586671466,0.11250883898003809,0.7660233516483516,0.5598157640283606,0.5192834852842195,0.0,0.7205176336746304,0.8124984630517645,0.7859826343567335,0.4984288065914625,0.510854433572077,0.3330801687763713,0.018216649251132012,0.51574,0.52614,0.8097944377267231,0.9390754238569743,0.010380687208934584,0,0,0,0,2.3771,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.18262486267218797,0.0021740576175213653,0.0,0.0,2,22.499,24.67,35.6,15.6,82.176,79.858,15.8,24.67,452.704,467.91,349.4,860.5,502.3,2254.7,False,0,9,2022,9,2023
19035,202310,80150,3,28.0,51,89,0.224,0.4582366589327146,2,4,4,0.3570138470800722,0,1.0,2,0.32,0.14835382014064025,0.4190699029969344,0.36924790346596126,0.16917010437192093,0.8503090659340659,0.48793637195257605,0.48161215811050606,0.0,0.7929237770193402,0.9038608139677856,0.8597071675841326,0.45551303300929613,0.4609670802649719,0.3110548523206751,0.01698595146871009,0.54332,0.5530733333333333,0.8755798614927999,0.9648849164428578,0.015695053360700977,0,0,1,0,0.9233,135536.4,56,46.0,829.0,314.0,320.0,140.0,55.0,0.0709341364289391,0.0023561994945767986,5800.0,140380.0,13,23.348,25.664,35.8,16.9,82.418,79.331,13.3,25.664,392.235,428.368,309.0,975.2,369.5,1668.8,True,0,4,2018,4,2023
19036,202310,80150,3,28.0,33,89,0.0803076923076923,0.4582366589327146,0,3,6,0.3609271523178808,0,1.0,2,0.4,0.05595119652301409,0.44084709989492055,0.3842245156342259,0.06505722680453271,0.8670398351648352,0.5233906794022422,0.5110054763507312,0.0,0.810858930602958,0.9055821959916391,0.8811247942795529,0.4857968608811435,0.512431487272605,0.3121940928270042,0.006942993149889702,0.5417866666666666,0.5457133333333334,0.8985489721886336,0.9609198295189241,0.016395780752940885,0,0,1,0,0.3147,49251.9,57,46.0,850.0,302.0,334.0,147.0,67.0,0.02417737759578375,0.003235353456623912,2350.0,50830.0,13,23.371,25.641,35.8,16.9,82.429,79.391,13.3,25.641,396.152,428.431,344.6,1028.4,372.9,1686.7,True,0,1,2019,1,2023
19037,202310,80261,4,31.0,9,11,0.13784615384615387,0.13921113689095127,2,4,4,0.34527393136664664,0,1.0,2,0.4,0.08731062301628191,0.4007819853930925,0.36514137497610544,0.0992493965378425,0.8476442307692307,0.46517975548672374,0.4747621305757817,0.0,0.7966723549488055,0.8964035411287349,0.8714147891720108,0.456581358317172,0.4624768822085477,0.38434599156118143,0.002484616277719726,0.4230933333333333,0.42452,0.89337144113444,0.9588268994499435,0.06792714915571652,0,0,0,0,0.0,0.0,0,37.0,575.0,258.0,165.0,115.0,37.0,0.0,0.0011837131254826062,0.0,0.0,1,22.523,25.002,35.3,15.2,84.176,81.313,14.5,25.002,416.13,448.09,437.2,1122.5,388.8,1680.9,True,0,8,2018,8,2023
19038,202310,80274,2,31.0,89,2,0.04138461538461538,0.3317865429234339,2,3,6,0.3521974714027694,0,1.0,2,0.32,0.013244353529603535,0.20250119929483895,0.18086643115605197,0.014984064553920307,0.8436263736263736,0.23392587242702068,0.23405127577556142,0.0,0.7926052332195678,0.8731710315996558,0.8735032064014528,0.22670166837107164,0.5129291502740508,0.46835443037974683,0.023569023569023573,0.40873333333333334,0.4222666666666666,0.888040013191162,0.951987345279372,0.020017239134074577,0,0,2,0,0.0,10620.0,50,65.0,687.0,300.0,194.0,123.0,70.0,0.0,0.0013149832408342929,0.0,0.0,4,22.64,25.013,34.9,15.4,83.033,79.807,15.5,25.013,432.007,448.145,363.6,1020.1,420.5,1811.1,True,0,8,2018,8,2023
19039,202310,80274,2,31.0,178,2,0.07784615384615384,0.3317865429234339,2,4,4,0.35310054184226375,0,1.0,2,0.32,0.032891925264397215,0.26735474290279715,0.2381804674197692,0.0379269062052946,0.8598214285714285,0.3147732580616223,0.3141367863917274,0.0,0.8039419795221844,0.8809787286364196,0.8785823733045799,0.300276151770927,0.543797706715088,0.37974683544303794,0.06176709624985488,0.6003333333333334,0.6358,0.8911894030999232,0.9616671468484072,0.01802047612255908,0,0,2,0,0.0,19423.44,48,65.0,695.0,306.0,196.0,123.0,70.0,0.0,0.001488922822955231,0.0,0.0,4,22.657,25.007,34.9,15.4,82.912,79.805,15.5,25.007,433.452,448.198,370.7,1029.1,422.7,1816.3,True,0,11,2017,11,2023
19040,202310,80274,2,31.0,68,2,0.04923076923076923,0.3317865429234339,2,3,6,0.354003612281758,0,1.0,2,0.32,0.026678316303692357,0.3428921572543877,0.30469583258887745,0.032858835362765744,0.9184271978021977,0.43122421352707235,0.42925411491158294,0.0,0.849613196814562,0.9393827615885898,0.9176664207479713,0.4012208996792111,0.5087057399374558,0.2893248945147679,0.0,0.4752133333333333,0.4752133333333333,0.9219742772342531,0.9834055813676239,0.019353718506024395,0,0,2,0,0.0,13572.0,50,67.0,695.0,322.0,183.0,116.0,74.0,0.0,0.0012880441741137303,0.0,0.0,4,22.657,25.007,34.9,15.4,82.912,79.805,15.5,25.007,433.452,448.198,370.7,1029.1,422.7,1816.3,True,0,2,2019,2,2023
19043,202310,80402,0,51.0,17,2,0.16015384615384615,0.07540603248259861,8,16,13,0.35791691751956656,0,1.0,5,0.24,0.10887244576499941,0.4301464685499909,0.3780513462895389,0.12117317866447193,0.8299244505494505,0.4888287120580679,0.48127562259071166,0.0,0.7771444823663255,0.8840157383499325,0.8489472788150503,0.46053612828408336,0.5605770200746494,0.3658227848101266,0.007848600952049228,0.51758,0.5220866666666667,0.8643563812245796,0.9570518828091625,0.01270610997079269,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021917354451314805,0.0,0.0,1,22.567,24.924,35.3,15.2,84.176,81.433,14.5,24.924,418.742,447.144,444.4,1189.4,391.4,1732.0,False,0,9,2005,9,2023
19045,202310,81073,4,81.0,64,0,0.14538461538461536,0.191415313225058,7,4,4,0.35912101143889225,0,1.0,2,0.32,0.09717452665255648,0.42293121206068557,0.37046363221023776,0.1178079485087114,0.904010989010989,0.5235325913706939,0.5137149697118032,0.0,0.8384982935153584,0.9546354358785197,0.9045513875489474,0.48085154461636886,0.4803961128484482,0.2788185654008439,0.02387089283641008,0.4562666666666667,0.4699733333333333,0.9157469495438058,0.974789906690201,0.010269066916365395,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013675540443761967,0.0,0.0,4,22.718,24.976,34.9,15.4,82.714,79.844,15.5,24.976,435.731,448.158,328.3,1049.2,427.0,1845.2,False,0,6,2018,6,2023
19046,202310,81073,4,81.0,44,18,0.1270769230769231,0.191415313225058,2,4,4,0.35912101143889225,0,1.0,2,0.32,0.08663537762222408,0.4313843040876762,0.37786803046861406,0.09172158049131116,0.7894574175824176,0.4663290006842744,0.45758390442391234,0.0,0.7413594994311719,0.8754518627812616,0.8128766812326202,0.4407547857767554,0.45499512424762095,0.38590717299578053,0.021664925113200974,0.5490933333333333,0.5615866666666667,0.829339342640431,0.951385738271147,0.013202200159989087,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013950163213597789,0.0,0.0,4,22.718,24.976,34.9,15.4,82.714,79.844,15.5,24.976,435.731,448.158,328.3,1049.2,427.0,1845.2,False,0,7,2018,7,2023
19048,202310,81076,2,51.0,8,74,0.14184615384615384,0.5162412993039442,8,9,8,0.3708609271523179,0,1.0,0,0.0,0.10486658096948179,0.46779470434473003,0.3967901436056211,0.10401330533901622,0.7396085164835166,0.4737605619713951,0.4501602367986294,0.0,0.700665529010239,0.7765707610967664,0.7709721355201181,0.4389668774426728,0.5469450889404486,0.39105485232067505,0.06835016835016836,0.72044,0.7596666666666666,0.7984940090139606,0.9342393866037021,0.013102982122149807,0,0,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002224717868693253,0.0,0.0,8,22.985,25.208,35.4,16.3,83.593,81.04,15.2,25.208,453.396,457.963,392.1,1236.9,452.9,1997.9,False,0,6,2012,6,2023
19049,202310,81076,2,51.0,40,22,0.18107692307692308,0.5162412993039442,2,3,6,0.37387116195063214,0,1.0,0,0.0,0.045224549709716275,0.15803267709355542,0.13296629754967368,0.046102719644278214,0.760157967032967,0.16449436380152369,0.15504153154255645,0.0,0.7197440273037543,0.8026619943440306,0.792168435389592,0.1511441407983551,0.5182790275395944,0.4146413502109704,0.2742714501335191,0.5458266666666667,0.7033133333333333,0.8194954380565022,0.9324886550164642,0.014870303421161968,0,0,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035106879872297734,0.0,0.0,8,22.945,25.183,35.4,16.3,83.582,81.037,15.7,25.183,456.881,458.565,389.2,1238.0,458.0,2023.0,False,0,3,2019,3,2023
19053,202310,80312,2,81.0,64,8,0.052153846153846155,0.3375870069605568,12,8,12,0.3868151715833835,0,1.0,0,0.0,0.03454942255750355,0.41917001502375145,0.34088143183522807,0.032886840051995374,0.709793956043956,0.4074022119058,0.3711409318974485,0.0,0.6814562002275314,0.7888847903602608,0.7574484989501163,0.37050038735702284,0.5106425905376778,0.3924050632911392,0.002089864158829676,0.738,0.7392,0.7911948994173904,0.9186737711486941,0.014702872982308183,0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002678669564662448,0.0,0.0,4,22.618,24.844,34.9,15.4,82.934,79.916,15.6,24.844,443.579,449.147,423.9,1178.9,439.3,1991.3,False,0,10,2013,10,2023
19055,202310,80535,3,81.0,47,16,0.23753846153846153,0.3909512761020882,0,2,0,0.37567730282962075,0,1.0,0,0.0,0.17250682846655532,0.45952390513325986,0.38477762121114334,0.16585932777855136,0.7169436813186814,0.451121519440731,0.4231532613351282,0.0,0.678458475540387,0.7650252059510636,0.7491686056409966,0.4136390850252485,0.5505598708766267,0.4143459915611814,0.07944966910484152,0.5668266666666667,0.6124133333333333,0.7712817412333737,0.9352715013792807,0.014758683128592779,0,0,6,0,2.2251,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1709471969760992,0.002790331818800806,0.0,0.0,7,23.419,25.598,36.0,16.1,76.868,74.638,15.6,25.598,445.799,459.268,285.4,941.8,477.5,2054.2,False,0,4,2020,4,2023
19056,202310,80884,1,51.0,47,0,0.30846153846153845,0.08816705336426914,2,7,3,0.35490668272125225,0,1.0,0,0.0,0.14788254192940287,0.30335534037915435,0.2688772642861649,0.1498289769186907,0.7554945054945055,0.31382126527325926,0.3115928838034633,0.0,0.7186348122866895,0.8085638755686709,0.7975313546336757,0.307704665187143,0.4940650324489727,0.46379746835443036,0.01798444212237316,0.4964866666666667,0.5067733333333334,0.8238320325381994,0.9374858567159763,0.008042862192346569,0,0,0,0,1.2735,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09783886357874359,0.0009940347942130371,0.0,0.0,0,22.325,24.767,35.4,15.2,84.055,79.811,14.2,24.767,407.284,433.344,505.7,1169.9,407.9,1805.8,False,0,4,2015,4,2023
19057,202310,80150,3,28.0,8,16,0.08,0.4582366589327146,2,4,4,0.3521974714027694,0,1.0,2,0.32,0.0457549488435103,0.36189604953495846,0.323231929797228,0.05179078319002971,0.8440453296703297,0.41826360644701105,0.41848803769197823,0.0,0.7939704209328784,0.897454813721874,0.8585210827989331,0.39819648602509256,0.5142741854130939,0.3143459915611814,0.046789736444908865,0.5588666666666666,0.5858000000000001,0.8863911179509728,0.9554016030343071,0.018615784349594756,0,0,1,0,0.0,37885.2,46,51.0,829.0,389.0,240.0,140.0,60.0,0.0,0.002713457481086636,2300.0,40820.0,13,23.229,25.723,35.8,16.9,83.033,79.346,12.7,25.723,386.822,427.73,384.3,976.3,362.8,1648.0,True,0,4,2018,4,2023
19058,202310,80150,3,28.0,47,89,0.2703076923076923,0.4582366589327146,2,8,12,0.3609271523178808,0,1.0,2,0.4,0.15813706594685537,0.37017836058740267,0.32263250521288483,0.1709950766200518,0.8063118131868132,0.4087076452067501,0.39903628464786145,0.0,0.758122866894198,0.8761465633837453,0.8294194427104024,0.3839852423333336,0.5023134604391539,0.3490717299578059,0.01132009752699408,0.5088933333333333,0.5153933333333334,0.8448719358030121,0.9534190595723403,0.018590979840134938,0,0,1,0,0.6123,182953.26,49,51.0,839.0,299.0,340.0,128.0,72.0,0.04704101780075751,0.002220105686733734,7500.0,119260.0,11,22.875,25.215,35.9,15.2,71.352,66.672,14.8,25.215,404.985,435.151,382.4,1001.1,435.7,2020.1,True,0,4,2014,4,2023
