,Id,NOME,FAZ,TAL,dosismad,semsmad,edad,cortes,me,vejez,sacarosa,mes,periodo,TCH,lluvias,grupo_tenencia,pct_diatrea,catSac
815,1960,LA ESTANCIA INVENSA,81364,670,0.8,9.6,12.2,4,10.1,1.9,12.8,6,201806,135,0,3,5.8,1
816,1961,LA ESTANCIA INVENSA,81364,670A,0.8,6.3,12.2,5,10.9,3.6,11.7,6,201906,131,0,3,5.5,0
817,1974,LA ESTANCIA INVENSA,81364,710,0.8,9.7,14.1,1,10.4,2.7,14.1,1,202101,105,146,3,2.7,2
818,1985,LA ESTANCIA INVENSA,81364,751,1.0,9.6,12.8,2,7.9,2.7,12.2,3,201703,162,0,3,4.6,0
819,1986,LA ESTANCIA INVENSA,81364,751,0.8,6.3,12.9,3,12.3,2.4,12.0,4,201804,126,0,3,7.0,0
820,1987,LA ESTANCIA INVENSA,81364,751,0.7,8.0,12.3,4,10.4,1.9,13.0,5,201905,119,0,3,4.4,1
821,1988,LA ESTANCIA INVENSA,81364,751,0.8,7.4,12.2,5,9.2,2.0,13.2,5,202005,120,119,3,6.1,2
822,2000,LA ESTRELLA RUIZ,80594,1,0.8,8.3,12.8,2,10.1,2.1,13.1,1,202101,146,0,3,5.0,2
823,2002,LA ESTRELLITA ABADIA,81192,2,1.2,8.6,11.9,2,9.7,2.2,12.9,8,201808,163,76,3,6.2,1
824,2004,LA FLAUTA,80933,005A,0.8,9.9,13.8,5,8.9,3.4,12.3,12,201912,107,0,3,3.1,0
825,2005,LA GLORIA AZCARATE,80663,110,0.8,8.0,12.1,1,10.6,3.4,13.5,3,201903,159,0,3,4.1,2
826,2006,LA GLORIA AZCARATE,80663,110,0.5,6.1,14.2,2,9.4,2.8,13.0,5,202005,131,0,3,3.5,1
827,2009,LA GLORIA AZCARATE,80663,113,0.8,6.1,12.5,2,9.0,3.6,13.0,5,201905,126,0,3,4.3,1
828,2010,LA GLORIA AZCARATE,80663,113,0.5,6.4,12.5,3,10.9,2.3,13.0,5,202005,143,0,3,3.5,1
829,2011,LA GLORIA AZCARATE,80663,120,0.8,8.1,12.2,1,10.9,3.5,13.6,3,201903,147,0,3,4.1,2
830,2012,LA GLORIA AZCARATE,80663,120,0.5,6.3,14.2,2,10.1,2.7,12.6,5,202005,118,0,3,3.5,1
831,2016,LA GLORIA AZCARATE,80663,160,1.0,8.7,13.7,9,8.8,4.7,13.3,8,201808,103,269,3,7.0,2
832,2017,LA GLORIA AZCARATE,80663,160,1.0,10.9,12.5,10,5.7,3.5,15.0,9,201909,100,0,3,4.3,2
833,2020,LA GLORIA AZCARATE,80663,180,0.8,7.7,12.8,5,10.2,4.2,13.5,3,201903,145,0,3,4.1,2
834,2021,LA GLORIA AZCARATE,80663,180,0.5,6.0,14.2,6,10.2,3.6,12.4,5,202005,119,0,3,3.5,0
835,2024,LA GLORIA AZCARATE,80663,200,1.0,7.7,13.5,4,8.5,3.0,13.6,1,201901,136,0,3,6.1,2
836,2025,LA GLORIA AZCARATE,80663,200,0.8,13.9,13.5,5,10.0,3.6,13.6,3,202003,127,0,3,4.0,2
837,2026,LA GUAIRA,81486,12,0.8,12.3,11.9,2,8.4,8.0,12.8,9,202009,161,0,3,5.2,1
838,2027,LA GUAIRA,81486,21,0.8,10.7,12.2,2,9.4,2.3,12.3,9,202009,164,0,3,5.2,0
839,2028,LA GUAIRA,81486,30,0.8,11.6,11.8,2,8.1,3.5,12.1,9,202009,134,0,3,5.2,0
840,2050,LA HOLANDA,80355,12,0.8,12.7,13.7,1,8.3,4.2,12.3,6,201906,175,0,3,3.2,0
841,2051,LA HOLANDA,80355,12,0.8,6.3,11.6,2,9.1,1.7,12.4,6,202006,138,51,3,1.6,0
842,2075,LA HOLANDA,80355,16,0.8,8.0,13.0,1,9.4,1.8,12.3,4,201904,183,0,3,3.3,0
843,2076,LA HOLANDA,80355,16,0.6,8.4,12.1,2,10.7,2.1,12.4,4,202004,145,213,3,1.6,0
844,2081,LA HOLANDA,80355,17,0.6,8.1,12.9,1,10.1,1.9,12.5,8,201808,181,122,3,2.7,1
845,2082,LA HOLANDA,80355,17,0.8,8.1,11.9,2,8.4,1.9,13.1,8,201908,151,0,3,3.3,2
846,2093,LA HOLANDA,80355,017B,1.0,8.4,12.5,3,8.8,1.3,12.6,8,202008,149,128,3,1.5,1
847,2103,LA HOLANDA,80355,20,0.8,7.7,12.5,1,9.6,1.8,12.0,5,201905,164,0,3,3.3,0
848,2121,LA HOLANDA,80355,63,0.6,2.4,11.9,1,8.2,2.3,12.5,3,202003,130,81,3,1.9,1
849,2127,LA HOLANDA   ABADIA,80572,1,0.5,8.4,12.0,2,10.1,2.6,12.6,9,202009,147,0,3,6.1,1
850,2128,LA HOLANDA   ABADIA,80572,2,1.0,5.9,12.7,2,8.8,1.8,12.4,7,201807,155,0,3,7.0,0
851,2130,LA HOLANDA   ABADIA,80572,2,0.8,9.1,12.0,4,9.9,1.7,11.7,8,202008,168,0,3,5.6,0
852,2131,LA HOLANDA   ABADIA,80572,3,2.0,4.4,13.3,1,9.8,2.2,12.7,4,201604,133,0,3,5.6,1
853,2132,LA HOLANDA   ABADIA,80572,3,1.0,5.1,12.7,3,6.5,1.9,13.1,7,201807,138,0,3,7.0,2
854,2134,LA HOLANDA   ABADIA,80572,3,0.8,8.4,12.0,5,12.0,2.7,11.8,7,202007,157,0,3,6.6,0
855,2135,LA HOLANDA   ABADIA,80572,4,1.0,5.4,12.7,3,7.6,2.4,12.9,7,201807,150,0,3,7.0,1
856,2137,LA HOLANDA   ABADIA,80572,4,0.8,8.7,12.0,5,10.6,2.7,11.2,7,202007,157,0,3,6.1,0
857,2138,LA HOLANDA   ABADIA,80572,5,1.0,9.3,12.8,3,12.2,3.4,13.5,11,201811,148,0,3,3.2,2
858,2139,LA HOLANDA   ABADIA,80572,5,1.0,11.1,13.2,4,9.1,7.1,11.9,12,201912,114,0,3,3.2,0
859,2140,LA HOLANDA   ABADIA,80572,5,0.8,5.9,12.0,5,9.9,4.7,12.9,12,202012,131,0,3,3.2,1
860,2142,LA HONDA,80242,1,0.8,11.0,12.8,5,9.8,3.8,12.3,6,202006,107,289,2,4.7,0
861,2147,LA HONDA,80242,3,1.0,7.1,12.2,3,10.8,2.0,12.4,2,201702,146,297,2,1.4,0
862,2148,LA INDEPENDENCIA,80586,5,1.0,11.3,12.2,2,9.5,2.3,12.7,1,202001,172,0,3,2.9,1
863,2151,LA INDEPENDENCIA,80586,9,0.8,7.1,13.0,1,11.2,1.9,12.1,4,202004,161,0,3,2.9,0
864,2152,LA INDEPENDENCIA,80586,10,0.8,7.3,13.0,1,10.6,2.7,12.2,4,202004,166,0,3,2.9,0
865,2153,LA INDUSTRIA,81089,1,0.8,7.3,12.2,5,9.9,14.1,13.8,3,202003,137,93,3,3.1,2
866,2154,LA INDUSTRIA,81089,2,0.8,7.7,12.3,4,9.0,2.3,12.7,3,202003,162,56,3,3.1,1
867,2156,LA INDUSTRIA,81089,002A,1.1,11.0,13.4,2,9.7,1.9,12.5,3,201803,172,132,3,3.5,1
868,2158,LA INDUSTRIA,81089,4,1.0,9.6,13.7,1,9.2,4.7,12.0,6,201906,162,0,3,4.0,0
869,2159,LA INDUSTRIA,81089,4,0.8,5.4,11.5,2,8.5,2.1,13.4,6,202006,123,75,3,3.1,2
870,2160,LA INDUSTRIA,81089,004A,0.8,7.0,11.6,3,7.8,5.5,13.7,3,201903,154,0,3,4.0,2
871,2161,LA INDUSTRIA,81089,004A,0.8,7.4,12.1,4,8.3,1.5,13.8,3,202003,136,56,3,3.1,2
872,2162,LA INES CUCALON,80271,001C,1.2,9.4,13.6,1,8.7,7.6,11.8,12,201912,125,311,2,2.2,0
873,2163,LA INSULA,80340,1,1.0,7.3,13.1,1,8.6,2.4,12.2,1,201701,173,0,3,4.4,0
874,2164,LA INSULA,80340,1,0.8,7.3,14.8,2,7.9,1.5,12.6,4,201804,151,0,3,4.4,1
875,2165,LA INSULA,80340,1,0.8,8.9,12.0,3,10.2,2.4,12.1,4,201904,150,0,3,4.4,0
876,2166,LA INSULA,80340,3,1.0,7.6,12.2,3,9.0,3.2,13.1,1,201701,150,0,3,6.9,2
877,2170,LA INSULA,80340,5,0.8,7.3,12.5,2,8.2,2.3,12.6,7,201607,154,0,3,4.4,1
878,2171,LA INSULA,80340,5,1.2,10.6,15.1,3,9.8,2.5,12.8,10,201710,186,0,3,4.4,1
879,2172,LA INSULA,80340,5,0.8,7.9,12.1,4,9.6,3.0,13.2,11,201811,168,0,3,4.4,2
880,2173,LA INSULA,80340,5,1.0,9.3,13.1,5,9.0,2.4,12.9,12,201912,140,0,3,4.4,1
881,2174,LA INSULA,80340,5,0.8,10.1,13.4,6,8.7,2.7,13.4,1,202101,153,0,3,4.4,2
882,2175,LA INSULA,80340,7,1.0,7.9,12.7,1,6.8,2.5,13.9,8,201908,135,0,3,4.4,2
883,2176,LA INSULA,80340,7,0.8,9.9,12.5,2,9.8,2.4,13.1,8,202008,119,0,3,2.8,2
884,2177,LA ISABELA QUINTERO,80155,1,0.8,6.4,11.7,2,12.7,16.6,11.8,6,202006,107,128,2,3.3,0
885,2179,LA ISABELA QUINTERO,80155,5,0.8,9.4,12.6,6,11.3,14.8,11.9,4,202004,114,299,2,3.6,0
886,2180,LA ISABELA QUINTERO,80155,6,0.8,6.6,11.8,2,7.8,0.2,12.8,6,202006,103,128,2,3.4,1
887,2181,LA ISABELA QUINTERO,80155,007A,0.8,11.6,13.1,2,9.3,3.2,12.9,10,202010,142,177,2,5.1,1
888,2184,LA ISLA MOLINARES,80314,1,0.5,7.0,12.8,1,7.9,5.4,12.6,3,202003,140,98,3,4.1,1
889,2191,LA ISLA MOLINARES,80314,5,1.0,8.3,12.5,2,7.7,1.8,12.0,6,201806,117,371,3,5.7,0
890,2192,LA ISLA MOLINARES,80314,5,1.2,10.3,13.1,3,7.7,2.6,10.7,7,201907,116,0,3,5.1,0
891,2194,LA ISLA MOLINARES,80314,6,0.5,7.1,14.0,1,9.4,1.5,13.6,3,202003,118,98,3,4.1,2
892,2202,LA ISLA MOLINARES,80314,9,0.8,7.0,11.7,5,11.0,1.6,12.8,3,201903,106,0,3,3.1,1
893,2206,LA ISLA MOLINARES,80314,11,1.0,8.4,12.5,2,8.0,16.5,12.1,6,201806,144,371,3,5.7,0
894,2207,LA ISLA MOLINARES,80314,11,1.2,10.4,13.1,3,7.6,2.0,11.7,7,201907,131,0,3,5.1,0
895,2210,LA ISLA MORENO,81414,1,0.8,7.7,11.3,2,10.7,2.6,12.2,7,202007,132,0,3,4.4,0
896,2214,LA ITALIA EMPRESA,80131,7,1.0,14.6,13.6,2,9.0,6.1,14.0,4,202004,114,106,1,3.4,2
897,2215,LA JAUJA,80178,1,0.8,4.4,12.8,1,5.9,2.5,12.8,3,201603,161,43,2,4.4,1
898,2216,LA JAUJA,80178,1,1.2,9.4,12.1,2,9.1,3.0,13.0,3,201703,175,96,2,3.7,1
899,2217,LA JAUJA,80178,1,1.0,10.9,13.4,3,7.4,2.1,12.7,4,201804,120,185,2,4.4,1
900,2219,LA JOSEFINA,80526,1,0.5,6.3,13.1,1,12.1,2.0,12.1,11,201911,146,0,3,4.4,0
901,2222,LA JOSEFINA,80526,001A,0.5,6.7,14.0,1,10.0,2.4,12.9,11,201911,129,0,3,4.4,1
902,2227,LA JOSEFINA,80526,7,0.5,7.9,12.1,4,10.5,2.0,11.5,1,202001,130,0,3,3.0,0
903,2228,LA JOSEFINA,80526,8,0.5,6.0,13.7,1,10.1,1.7,11.6,11,201911,130,0,3,4.4,0
904,2229,LA JULIA 2,80365,30,0.8,5.6,12.9,1,8.0,2.9,12.5,6,202006,178,0,3,4.4,1
905,2232,LA JULIA 2,80365,031A,0.8,5.9,12.9,1,8.0,3.1,12.7,6,202006,185,0,3,2.8,1
906,2233,LA JULIA SAAVEDRA,80344,1,1.0,8.1,12.5,2,9.3,3.3,13.3,11,202011,155,103,3,3.2,2
907,2236,LA JULIA SAAVEDRA,80344,3,1.0,9.7,12.8,2,10.2,3.0,13.1,11,202011,158,149,3,3.2,2
908,2241,LA JULIA SAAVEDRA,80344,11,0.8,3.9,13.4,1,10.2,2.8,12.7,5,202005,178,0,3,2.8,1
909,2242,LA JULIA SAAVEDRA,80344,12,0.8,4.1,13.6,1,8.9,2.8,13.1,5,202005,174,228,3,3.0,2
910,2255,LA JULIA SAAVEDRA,80344,021A,1.0,7.3,12.4,2,8.7,2.6,13.2,11,201811,159,0,3,3.2,2
911,2256,LA JULIA SAAVEDRA,80344,021A,0.8,8.7,13.1,3,11.3,2.2,12.8,12,201912,150,0,3,3.5,1
912,2257,LA JULIA SAAVEDRA,80344,021A,0.8,10.4,13.0,4,8.3,2.3,13.3,1,202101,165,150,3,2.7,2
913,2258,LA JULIA SAAVEDRA,80344,22,1.0,7.1,12.3,2,9.7,2.6,13.5,10,201810,174,0,3,3.2,2
914,2259,LA JULIA SAAVEDRA,80344,22,0.8,8.9,13.2,3,10.1,2.4,12.8,12,201912,175,0,3,3.5,1
915,2260,LA JULIA SAAVEDRA,80344,22,0.8,10.0,12.9,4,11.5,3.5,12.7,1,202101,164,150,3,2.7,1
916,2261,LA JULIA SAAVEDRA,80344,23,1.0,7.1,12.4,2,9.3,3.4,13.2,10,201810,154,0,3,3.2,2
917,2262,LA JULIA SAAVEDRA,80344,23,0.8,8.9,13.2,3,10.0,2.3,12.6,12,201912,149,0,3,5.1,1
918,2263,LA JULIA SAAVEDRA,80344,23,0.8,10.1,12.9,4,9.4,2.8,13.0,1,202101,163,150,3,2.7,1
919,2271,LA JULIA SAAVEDRA,80344,26,0.8,9.6,13.3,1,8.9,2.6,14.0,10,202010,166,115,3,1.5,2
920,2273,LA LECHERIA,80293,1,1.5,7.7,11.8,2,7.6,3.6,12.4,8,201808,152,47,2,3.4,0
921,2274,LA LECHERIA,80293,1,0.8,6.1,11.3,4,9.7,2.8,11.2,7,202007,157,61,2,2.8,0
922,2275,LA LIDA MARIA,80252,1,1.4,6.1,11.9,3,8.6,2.7,12.7,10,201810,93,109,2,3.1,1
923,2276,LA LIDA MARIA,80252,1,0.8,9.3,12.7,4,10.0,2.2,13.4,11,201911,110,218,2,3.1,2
924,2284,LA LORENA,80527,033B,1.0,5.7,11.2,2,9.8,3.5,12.9,5,201905,35,0,3,4.4,1
925,2286,LA LORENA,80527,36,0.8,11.6,13.0,5,10.4,3.8,13.1,1,202101,121,0,3,4.4,2
926,2287,LA LORENA,80527,036B,1.2,6.7,12.6,3,9.2,3.2,11.2,5,201705,140,0,3,4.3,0
927,2288,LA LORENA,80527,036B,1.4,5.1,12.6,4,8.2,2.9,12.2,5,201805,104,0,3,4.2,0
928,2289,LA LORENA,80527,37,0.8,14.6,13.4,5,9.1,9.8,12.0,12,201912,88,0,3,4.4,0
929,2290,LA LORENA,80527,37,0.8,11.4,13.0,6,8.5,3.6,13.2,1,202101,101,0,3,4.4,2
930,2291,LA LORENA,80527,39,0.5,2.9,12.0,1,10.1,3.0,11.2,6,201906,166,0,3,3.2,0
931,2292,LA LORENA,80527,39,0.8,8.3,12.2,2,10.8,2.8,11.4,6,202006,126,0,3,6.8,0
932,2293,LA LORENA,80527,41,0.8,8.0,12.2,2,10.0,2.9,12.2,6,202006,139,0,3,6.8,0
933,2295,LA LORENA,80527,43,1.2,11.7,13.7,3,8.9,2.8,12.0,6,201706,147,0,3,4.3,0
934,2296,LA LORENA,80527,43,1.4,5.3,11.5,4,7.3,3.1,12.0,5,201805,117,0,3,4.1,0
935,2297,LA LORENA,80527,43,1.0,5.4,11.3,5,7.4,3.6,13.6,5,201905,100,0,3,3.2,2
936,2298,LA LORENA,80527,44,1.2,11.9,13.6,3,9.5,2.8,12.3,6,201706,150,0,3,4.3,0
937,2299,LA LORENA,80527,44,1.4,5.3,11.5,4,8.0,2.9,13.3,5,201805,99,0,3,4.1,2
938,2301,LA LORENA,80527,45,1.4,5.0,12.6,3,8.8,2.9,12.9,5,201805,104,0,3,4.1,1
939,2302,LA LORENA,80527,45,1.0,5.3,11.3,4,8.5,3.6,13.4,5,201905,73,0,3,3.5,2
940,2303,LA LORENA,80527,52,1.2,7.0,12.6,2,11.6,3.0,11.2,5,201705,155,0,3,3.7,0
941,2304,LA LORENA,80527,52,1.4,5.1,12.6,3,7.2,2.7,11.7,5,201805,109,0,3,4.3,0
942,2307,LA MANSION CARMEN ,80165,002A,1.2,9.6,12.6,4,9.5,1.9,12.3,12,201912,144,218,2,3.9,0
943,2308,LA MANSION CARMEN ,80165,5,1.4,8.6,13.1,1,7.7,1.7,12.8,8,201908,147,216,2,3.2,1
944,2310,LA MANSION CARMEN ,80165,6,1.4,8.9,13.0,1,8.0,16.9,13.7,8,201908,149,216,2,7.2,2
945,2311,LA MANSION CARMEN ,80165,7,1.2,11.7,13.1,2,9.8,9.7,13.6,10,201910,135,117,2,2.4,2
946,2316,LA MARGARITA CRUZ,80519,005B,1.0,5.6,12.8,1,7.8,5.3,12.7,3,202003,130,0,3,0.7,1
947,2320,LA MARGARITA CRUZ,80519,008A,1.0,5.7,12.4,1,9.5,4.6,13.7,3,202003,142,0,3,0.7,2
948,2324,LA MARIA GOMEZ,80280,001C,1.2,2.4,11.8,2,10.5,4.2,12.6,4,201704,151,309,2,0.6,1
949,2325,LA MARIA GOMEZ,80280,001C,1.5,8.1,12.8,3,7.7,4.6,12.7,5,201805,119,306,2,1.5,1
950,2326,LA MARIA GOMEZ,80280,001C,1.2,10.4,12.8,4,9.2,4.1,12.2,6,201906,114,399,2,2.5,0
951,2328,LA MARIA GOMEZ,80280,001D,1.5,11.6,12.8,3,11.3,3.9,12.2,11,201811,141,314,2,2.7,0
952,2329,LA MARIA GOMEZ,80280,001D,1.4,5.6,11.8,4,10.6,4.3,12.4,11,201911,125,189,2,3.2,0
953,2330,LA MARIA GOMEZ,80280,001E,0.8,7.7,12.1,5,9.4,3.6,11.5,6,202006,69,229,2,0.4,0
954,2333,LA MARIA GOMEZ,80280,002A,1.5,11.3,12.6,3,9.5,4.3,14.2,11,201811,106,57,2,2.7,2
955,2336,LA MARIA GOMEZ,80280,003B,0.7,6.1,11.5,2,8.0,5.1,13.1,4,201604,110,0,2,0.9,2
956,2337,LA MARIA GOMEZ,80280,003B,1.3,10.9,12.7,3,8.2,4.1,12.4,4,201704,183,0,2,3.2,0
957,2338,LA MARIA GOMEZ,80280,003B,1.5,8.4,12.5,4,8.4,4.1,14.2,5,201805,127,0,2,1.9,2
958,2339,LA MARIA GOMEZ,80280,003B,1.2,5.6,11.6,5,9.1,3.5,12.1,5,201905,121,295,2,2.6,0
959,2340,LA MARIA GOMEZ,80280,003C,1.3,12.6,13.1,3,9.7,4.9,12.2,5,201705,179,0,2,0.6,0
960,2341,LA MARIA GOMEZ,80280,003C,1.4,5.9,11.3,5,11.2,14.6,12.3,6,201906,119,142,2,2.5,0
961,2346,LA MARIA GOMEZ,80280,004A,0.7,6.3,11.7,2,8.3,4.4,12.7,4,201604,109,0,2,0.8,1
962,2347,LA MARIA GOMEZ,80280,004A,1.3,10.9,12.7,3,10.7,5.2,12.7,4,201704,169,0,2,0.6,1
963,2348,LA MARIA GOMEZ,80280,004A,1.5,8.3,12.8,4,6.6,5.8,14.3,5,201805,100,0,2,0.8,2
964,2349,LA MARIA GOMEZ,80280,004A,1.2,5.6,11.6,5,11.0,4.5,12.5,5,201905,108,295,2,2.5,1
965,2350,LA MARIA GOMEZ,80280,004A,0.8,7.3,11.9,6,9.0,4.4,12.6,5,202005,113,151,2,0.4,1
966,2352,LA MARIA GOMEZ,80280,5,1.5,11.4,12.7,2,12.1,4.4,11.9,11,201811,117,292,2,2.7,0
967,2353,LA MARIA GOMEZ,80280,005A,1.5,7.7,12.7,4,7.6,5.2,10.8,5,201805,168,306,2,2.0,0
968,2354,LA MARIA GOMEZ,80280,005A,0.8,7.7,12.1,6,7.9,3.9,12.4,6,202006,121,229,2,0.4,0
969,2355,LA MARIA GOMEZ,80280,006A,1.0,12.7,13.6,1,8.2,27.7,14.4,10,201510,143,205,2,1.1,2
970,2357,LA MARIA GOMEZ,80280,006A,1.4,4.6,12.3,3,6.5,10.2,12.2,12,201712,139,297,2,1.5,0
971,2358,LA MARIA GOMEZ,80280,006A,1.5,8.1,11.5,5,10.1,3.9,13.5,11,201811,112,126,2,1.7,2
972,2361,LA MARIA GOMEZ,80280,8,1.0,6.6,12.8,1,9.5,4.3,12.9,5,201605,155,216,2,1.5,1
973,2363,LA MARIA GOMEZ,80280,8,1.4,5.4,11.1,4,10.5,3.6,11.9,6,201906,128,109,2,2.5,0
974,2378,LA MARIA INGENIO,80122,26,1.0,6.7,12.5,1,11.1,5.4,13.4,10,201910,129,128,1,4.4,2
975,2384,LA MARIA LINCE,80466,2,0.8,9.6,12.0,4,10.9,1.8,11.5,6,202006,113,0,3,2.0,0
976,2385,LA MARIA RIVAS,81176,10,1.0,9.7,13.8,1,10.1,2.0,12.2,6,201906,194,0,3,2.2,0
977,2386,LA MARIA RIVAS,81176,10,0.8,7.7,12.3,2,8.7,1.7,12.3,6,202006,170,118,3,1.9,0
978,2399,LA MARQUEZA  RESTREPO,80311,3,0.8,9.3,12.3,2,10.1,2.9,12.9,3,201703,133,211,3,7.0,1
979,2400,LA MARQUEZA  RESTREPO,80311,3,0.8,6.4,12.5,3,12.1,2.4,12.8,4,201804,130,275,3,5.2,1
980,2405,LA MARQUEZA SERNA,80658,1,1.0,14.3,14.8,1,8.6,12.6,13.7,10,201910,136,0,3,3.1,2
981,2406,LA MARQUEZA SERNA,80658,1,0.8,10.1,12.8,2,9.1,2.6,13.3,11,202011,131,165,3,2.7,2
982,2419,LA MERCED CABAL HNAS.,80500,2,0.8,4.6,12.2,2,7.9,1.6,12.3,4,201904,139,301,3,6.4,0
983,2420,LA MERCED CABAL HNAS.,80500,2,0.8,3.4,12.0,3,8.4,1.7,12.6,4,202004,133,144,3,4.3,1
984,2425,LA MERCED CABAL HNAS.,80500,002A,0.8,4.1,11.8,5,8.8,2.0,12.5,6,202006,147,68,3,2.5,1
985,2443,LA MERCED INV.,80604,8,1.2,11.3,13.5,1,10.1,1.8,12.6,4,201704,203,0,3,5.0,1
986,2450,LA NARANJA,80211,1,1.2,9.9,13.2,1,9.2,2.6,11.7,12,201612,164,397,2,5.6,0
987,2452,LA OLGA TASCON,80547,1,0.8,6.7,13.2,1,8.2,2.1,11.9,6,202006,152,0,3,4.1,0
988,2453,LA OLGA TASCON,80547,2,0.8,6.7,13.2,1,10.6,2.1,11.8,6,202006,157,0,3,4.1,0
989,2456,LA OVEJERA 2,80232,1,1.3,8.1,12.3,3,12.1,3.3,12.4,6,201806,129,122,2,4.4,0
990,2457,LA OVEJERA 2,80232,1,1.2,13.4,13.3,4,8.6,3.0,13.1,8,201908,124,240,2,4.4,2
991,2458,LA OVEJERA 2,80232,1,0.8,11.7,12.7,5,9.9,2.4,13.1,8,202008,147,49,2,3.5,2
992,2461,LA OVEJERA 2,80232,001A,1.5,8.1,11.9,4,8.1,36.0,13.8,2,201902,153,11,2,4.2,2
993,2462,LA OVEJERA 2,80232,001A,1.2,6.0,11.7,5,7.9,2.9,14.1,2,202002,138,22,2,2.7,2
994,2463,LA OVEJERA 2,80232,001C,1.2,10.1,12.7,5,6.7,2.8,14.7,3,202003,160,38,2,2.7,2
995,2464,LA OVEJERA 2,80232,002A,0.8,8.0,11.8,2,10.2,2.5,14.2,3,201903,136,40,2,2.9,2
996,2465,LA OVEJERA 2,80232,002A,1.2,6.0,11.6,3,6.7,3.0,13.5,3,202003,134,27,2,2.9,2
997,2466,LA OVEJERA 2,80232,002B,1.2,12.7,14.6,1,7.0,2.3,13.6,10,201710,154,164,2,5.3,2
998,2467,LA OVEJERA 2,80232,002B,1.4,9.3,12.4,2,7.1,2.4,14.3,10,201810,139,60,2,4.7,2
999,2468,LA OVEJERA 2,80232,002B,1.2,10.4,12.4,3,7.7,3.0,13.3,11,201911,149,211,2,2.5,2
1000,2469,LA OVEJERA 2,80232,002B,1.0,11.3,12.8,4,9.1,2.4,13.6,11,202011,154,110,2,3.5,2
1001,2470,LA OVEJERA 2,80232,3,1.4,9.6,13.2,1,6.7,1.7,14.2,10,201810,166,130,2,4.7,2
1002,2471,LA OVEJERA 3A,80618,1,1.2,9.3,13.8,1,7.7,3.0,13.3,3,202003,113,77,3,3.4,2
1003,2474,LA OVEJERA 3A,80618,4,1.2,8.9,13.6,1,8.3,2.1,12.5,3,202003,150,107,3,3.4,1
1004,2476,LA OVEJERA EMPRESA,80133,1,1.5,7.0,11.9,3,7.6,2.4,12.8,6,201806,141,103,1,4.6,1
1005,2478,LA OVEJERA EMPRESA,80133,1,0.8,7.3,11.9,5,11.5,2.7,11.9,6,202006,135,41,1,6.0,0
1006,2479,LA OVEJERA EMPRESA,80133,2,1.4,10.1,12.8,4,8.8,2.9,11.6,6,201706,124,341,1,1.6,0
1007,2480,LA OVEJERA EMPRESA,80133,2,1.5,7.3,11.9,5,7.3,2.3,13.1,6,201806,108,103,1,3.9,2
1008,2481,LA OVEJERA EMPRESA,80133,2,1.2,8.0,11.7,6,12.5,3.4,11.9,6,201906,134,217,1,1.4,0
1009,2482,LA OVEJERA EMPRESA,80133,2,0.5,4.9,11.1,7,10.6,2.7,12.6,7,202007,106,11,1,3.5,1
1010,2484,LA OVEJERA EMPRESA,80133,3,1.2,8.7,12.1,3,9.6,2.5,12.5,1,201701,148,113,1,4.4,1
1011,2485,LA OVEJERA EMPRESA,80133,3,1.5,10.1,14.2,4,6.3,2.5,13.7,3,201803,123,246,1,5.3,2
1012,2486,LA OVEJERA EMPRESA,80133,3,1.2,6.3,11.6,5,7.5,3.3,13.8,3,201903,105,29,1,2.7,2
1013,2487,LA OVEJERA EMPRESA,80133,3,0.8,10.4,13.3,1,8.4,2.4,14.3,9,202009,109,70,1,3.5,2
1014,2489,LA OVEJERA EMPRESA,80133,4,1.3,10.6,12.3,6,9.7,3.0,14.4,9,201809,150,108,1,4.4,2
1015,2490,LA OVEJERA EMPRESA,80133,5,1.3,11.1,13.4,1,7.9,3.7,14.5,9,201809,157,123,1,4.4,2
1016,2491,LA OVEJERA EMPRESA,80133,5,1.0,13.3,13.2,2,7.6,3.6,13.0,10,201910,122,198,1,4.4,1
1017,2496,LA PALMA ESCOBAR,81398,4,1.2,11.3,13.6,6,9.8,2.0,13.7,11,202011,109,0,3,2.0,2
1018,2497,LA PALMA ESCOBAR,81398,6,0.8,12.9,14.1,1,7.5,1.9,13.7,10,202010,126,0,3,2.0,2
1019,2499,LA PALMA ESCOBAR,81398,7,0.5,7.4,12.0,2,9.9,2.0,11.7,7,202007,153,0,3,1.6,0
1020,2505,LA PALMA ESCOBAR,81398,11,1.2,10.9,14.0,1,9.1,3.0,13.6,11,202011,136,0,3,2.2,2
1021,2507,LA PALMA ESCOBAR,81398,12,1.0,10.6,13.7,1,9.5,1.6,13.4,11,202011,141,0,3,1.9,2
1022,2509,LA PALMA ESCOBAR,81398,014A,0.8,7.7,11.9,2,10.2,1.9,12.2,7,202007,139,0,3,1.6,0
1023,2510,LA PALOMERA OSORIO,80166,001D,0.8,5.0,11.6,3,8.4,2.1,12.7,6,202006,137,90,2,5.4,1
1024,2511,LA PALOMERA OSORIO,80166,001E,0.8,4.9,11.5,3,9.0,3.5,11.7,6,202006,217,90,2,4.4,0
1025,2521,LA PERLA EMPRESA,80100,1,1.3,13.4,13.2,3,7.2,2.6,13.6,10,201810,135,303,1,3.8,2
1026,2522,LA PERLA EMPRESA,80100,001A,1.0,13.9,13.3,4,11.1,1.5,12.2,12,201912,123,370,1,2.8,0
