,Id,NOME,FAZ,TAL,dosismad,semsmad,edad,cortes,me,vejez,sacarosa,mes,periodo,TCH,lluvias,grupo_tenencia,pct_diatrea,catSac
1027,2523,LA PIEDAD ESCOBAR,81397,3,0.8,9.6,14.0,1,7.8,5.2,12.4,9,202009,153,0,3,3.1,0
1028,2527,LA PRIMAVERA,80112,372,0.8,12.7,12.9,3,10.1,1.8,11.5,1,202101,110,243,1,3.7,0
1029,2530,LA RAMADA,80234,1,1.1,9.1,13.3,1,12.7,2.3,12.0,4,201804,190,252,2,6.0,0
1030,2531,LA RAMADA,80234,1,1.2,6.6,11.5,2,12.5,2.4,11.3,5,201905,142,159,2,4.0,0
1031,2532,LA RAMADA,80234,1,0.8,9.0,12.1,3,9.2,2.7,13.1,6,202006,91,157,2,4.3,2
1032,2536,LA RAMADA,80234,2,1.2,11.3,12.7,4,9.0,2.4,13.5,9,201909,152,93,2,3.6,2
1033,2537,LA REFORMA AGRICOLA,81484,21,1.0,7.7,12.0,2,8.0,3.0,13.2,3,202003,98,0,3,5.5,2
1034,2538,LA REFORMA AGRICOLA,81484,30,1.0,7.4,11.9,2,8.5,1.6,13.5,3,202003,116,0,3,5.5,2
1035,2543,LA ROCHELA,80328,4,0.5,8.0,14.1,1,6.7,3.5,13.1,10,201910,144,0,3,1.9,2
1036,2547,LA ROCHELA,80328,5,0.5,7.4,14.1,1,5.8,3.4,13.7,10,201910,127,0,3,1.9,2
1037,2552,LA ROCHELA,80328,7,0.8,8.4,12.4,2,7.4,3.0,14.2,9,201809,89,124,3,3.2,2
1038,2553,LA ROCHELA,80328,7,0.5,7.0,12.9,3,9.1,3.7,13.2,10,201910,97,0,3,1.9,2
1039,2554,LA ROCHELA,80328,8,0.5,7.3,14.2,1,5.9,4.5,13.1,10,201910,116,0,3,1.9,2
1040,2555,LA ROCHELA,80328,9,0.5,7.3,13.2,2,11.6,4.3,14.3,10,201910,90,0,3,1.9,2
1041,2556,LA RUISA,80699,1,0.6,8.7,13.8,3,9.9,1.8,13.0,5,201905,108,0,3,2.1,1
1042,2557,LA RUISA,80699,1,0.5,5.1,12.5,4,9.5,2.0,12.8,5,202005,113,203,3,1.6,1
1043,2566,LA SELVA SERNA,80672,001A,1.0,6.6,13.2,1,8.9,1.5,13.5,3,202003,122,83,3,7.3,2
1044,2569,LA SELVA-SAN JOSE ,80579,3,0.8,6.6,12.6,2,10.9,2.0,12.3,5,201905,173,0,3,4.5,0
1045,2571,LA TERTULIA,81069,1,0.8,9.1,12.0,2,8.8,2.2,13.8,9,201809,126,86,3,4.4,2
1046,2572,LA TERTULIA,81069,1,0.8,7.6,11.8,3,7.5,2.8,13.5,9,201909,121,0,3,4.4,2
1047,2573,LA TERTULIA,81069,1,0.8,9.1,12.2,4,7.6,2.8,13.8,9,202009,101,68,3,4.0,2
1048,2574,LA TERTULIA,81069,2,0.8,9.6,12.1,2,8.2,2.9,13.3,9,201809,120,91,3,4.4,2
1049,2575,LA TERTULIA,81069,2,0.8,7.7,11.7,3,7.5,2.2,13.4,9,201909,101,0,3,4.4,2
1050,2576,LA TERTULIA,81069,2,0.8,9.3,12.2,4,7.9,2.1,14.5,9,202009,74,68,3,4.8,2
1051,2577,LA TRAMPA.,80240,1,1.2,8.6,12.9,2,9.6,2.1,11.1,6,201706,181,217,2,2.6,0
1052,2578,LA TRAMPA.,80240,1,1.2,3.7,11.1,4,10.5,2.3,11.0,6,201906,163,129,2,3.1,0
1053,2579,LA TRAMPA.,80240,1,0.8,7.6,11.8,5,9.8,3.0,12.6,5,202005,151,69,2,3.7,1
1054,2580,LA TRAMPA.,80240,2,1.2,8.9,12.9,2,8.2,2.6,11.9,6,201706,164,207,2,4.4,0
1055,2581,LA TRAMPA.,80240,002A,1.3,6.4,12.2,1,7.3,2.5,13.4,9,201809,168,40,2,0.3,2
1056,2582,LA TRAMPA.,80240,002A,0.6,12.6,12.7,2,7.8,2.6,14.6,10,201910,136,95,2,6.9,2
1057,2583,LA TRAMPA.,80240,002A,0.8,11.3,12.9,3,9.8,2.3,14.1,10,202010,158,135,2,3.3,2
1058,2584,LA TRAMPA.,80240,002B,1.2,8.1,13.0,1,11.0,1.9,13.1,12,201612,176,335,2,3.1,2
1059,2592,LA UNION  MOLINA,80216,2,1.3,10.6,13.1,1,7.7,1.6,13.7,10,201810,171,162,2,4.7,2
1060,2593,LA UNION  MOLINA,80216,2,0.5,7.0,11.8,2,9.7,2.0,13.1,10,201910,147,96,2,3.4,2
1061,2594,LA UNION  MOLINA,80216,2,0.8,10.7,12.7,3,9.0,2.0,14.7,10,202010,106,110,2,2.6,2
1062,2598,LA UNION  MOLINA,80216,3,1.3,7.7,11.6,3,10.4,1.7,12.8,10,201810,170,74,2,4.7,1
1063,2599,LA UNION  MOLINA,80216,3,0.5,7.1,11.8,4,8.5,1.8,12.8,10,201910,141,96,2,4.3,1
1064,2600,LA UNION  MOLINA,80216,3,0.8,10.9,12.7,5,7.5,1.9,15.0,10,202010,115,110,2,2.9,2
1065,2601,LA UNION  MOLINA,80216,4,1.2,6.9,12.7,1,9.7,2.0,12.5,4,202004,141,137,2,3.8,1
1066,2607,LA UNION  MOLINA,80216,6,0.8,6.7,12.7,1,10.3,2.0,12.3,5,202005,142,143,2,2.7,0
1067,2611,LA UNION 1,80352,1,1.0,12.4,15.0,1,9.7,2.7,13.3,10,201910,169,0,3,3.2,2
1068,2613,LA UNION 1,80352,002A,0.8,8.4,14.9,5,8.8,2.5,14.8,1,201901,140,170,3,7.5,2
1069,2615,LA UNION 1,80352,3,0.8,5.3,12.2,2,9.3,2.4,12.8,4,201904,150,0,3,3.6,1
1070,2616,LA UNION 1,80352,3,0.8,12.4,12.8,3,9.6,2.6,13.5,5,202005,131,152,3,3.2,2
1071,2617,LA UNION 1,80352,4,0.8,5.6,12.2,2,7.9,2.0,12.1,4,201904,194,0,3,3.6,0
1072,2618,LA UNION 1,80352,4,0.8,12.9,12.9,3,8.5,3.1,13.0,5,202005,138,152,3,3.2,1
1073,2620,LA UNION 1,80352,6,0.8,8.6,14.8,2,8.4,2.5,13.5,1,201901,132,170,3,3.2,2
1074,2624,LA UNION SAN PIETRO,82505,8,0.8,6.1,12.7,1,9.5,2.6,13.5,6,202006,122,104,2,2.7,2
1075,2633,LA UNION SAN PIETRO,82505,10,0.8,6.4,12.4,1,9.1,2.3,12.6,6,202006,123,78,2,2.7,1
1076,2641,LA UNION SAN PIETRO,82505,010B,1.2,4.6,11.9,3,9.1,3.7,12.9,1,201901,146,130,2,4.7,1
1077,2649,LA VEGA TANAKA,80566,1,1.1,13.3,13.6,2,8.9,1.9,11.3,8,201708,178,255,3,3.6,0
1078,2650,LA VEGA TANAKA,80566,1,0.8,10.4,13.4,3,12.0,2.2,11.7,9,201809,186,13,3,3.0,0
1079,2651,LA VEGA TANAKA,80566,1,0.8,9.6,12.7,5,9.2,1.8,12.8,10,202010,140,80,3,1.5,1
1080,2655,LA VEGA TANAKA,80566,3,1.2,9.7,13.0,2,9.8,3.2,11.8,1,202101,170,28,3,2.6,0
1081,2659,LA VENTURA 2 REYES,80593,11,1.0,8.6,11.8,2,8.0,3.1,12.6,2,201902,168,0,3,3.0,1
1082,2660,LA VENTURA 2 REYES,80593,11,0.8,8.1,12.2,3,8.2,3.9,13.0,2,202002,154,17,3,3.0,1
1083,2666,LA VENTURA AGROPECUARIA,80592,3,0.8,12.3,13.2,3,7.9,2.5,13.4,3,202003,115,103,3,5.9,2
1084,2671,LA VENTURA AGROPECUARIA,80592,4,0.8,7.9,12.3,5,9.0,3.1,12.7,2,202002,118,17,3,4.6,1
1085,2674,LA VENTURA AGROPECUARIA,80592,5,0.8,8.1,12.4,5,10.1,3.3,13.7,2,202002,107,17,3,4.6,2
1086,2675,LA VICTORIA,80176,1,1.2,7.1,12.9,1,8.1,2.5,14.0,3,201903,154,56,2,2.7,2
1087,2676,LA VICTORIA,80176,1,1.2,9.4,12.7,2,8.3,2.0,14.3,4,202004,130,47,2,2.4,2
1088,2677,LA VICTORIA,80176,2,1.1,7.0,13.6,1,10.0,3.2,12.2,12,201712,151,231,2,4.4,0
1089,2678,LA VICTORIA,80176,2,1.5,9.6,12.0,2,10.8,3.1,12.9,12,201812,141,154,2,2.7,1
1090,2679,LA VICTORIA,80176,2,1.2,8.7,12.6,3,8.9,2.6,13.4,12,201912,138,214,2,4.4,2
1091,2680,LA VICTORIA,80176,2,0.8,9.4,12.8,4,9.4,3.3,13.5,1,202101,123,228,2,4.4,2
1092,2692,LAS CEIBAS AGROPE. CALLEJON,80669,1,0.8,7.0,11.9,2,10.9,3.4,11.0,6,201606,149,202,3,6.4,0
1093,2694,LAS CEIBAS AGROPE. CALLEJON,80669,1,1.0,5.6,12.1,5,8.7,2.2,12.6,10,201910,135,0,3,4.6,1
1094,2695,LAS CEIBAS AGROPE. CALLEJON,80669,1,1.0,8.6,12.3,6,8.4,2.1,13.5,11,202011,122,0,3,2.6,2
1095,2697,LAS CEIBAS AGROPE. CALLEJON,80669,3,1.0,5.3,12.1,5,8.8,2.0,12.9,10,201910,141,0,3,4.6,1
1096,2698,LAS CEIBAS AGROPE. CALLEJON,80669,3,1.0,8.1,12.3,6,9.4,2.3,13.7,11,202011,134,33,3,2.6,2
1097,2701,LAS CEIBAS AGROPE. CALLEJON,80669,4,1.0,5.4,12.1,6,7.9,2.2,12.7,10,201910,139,0,3,4.6,1
1098,2702,LAS CEIBAS AGROPE. CALLEJON,80669,4,1.0,8.1,12.3,7,8.9,2.4,13.8,11,202011,140,33,3,2.6,2
1099,2717,LOS RANCHOS ORTEGA,81429,1,0.8,10.0,14.2,1,9.1,2.1,12.8,3,202003,158,0,3,2.7,1
1100,2718,LOS SAMANES,82516,1,0.8,3.6,11.3,5,7.9,16.4,11.8,9,202009,88,28,2,4.1,0
1101,2719,LOTE ARZAYUZ DIEGO DORRONSORO,80170,24,1.2,13.0,15.1,2,10.2,1.9,12.3,10,201710,212,203,2,7.3,0
1102,2721,LOTE ARZAYUZ DIEGO DORRONSORO,80170,24,1.2,6.6,11.6,4,10.1,1.6,13.3,10,201910,151,83,2,2.6,2
1103,2722,LOTE ARZAYUZ DIEGO DORRONSORO,80170,24,0.8,10.1,12.4,5,8.3,1.5,13.8,10,202010,143,164,2,4.5,2
1104,2724,LOTE ARZAYUZ DIEGO DORRONSORO,80170,025B,0.5,7.6,13.4,1,10.8,2.9,13.5,10,201910,170,78,2,2.6,2
1105,2725,LOTE ARZAYUZ DIEGO DORRONSORO,80170,025B,0.8,10.4,12.5,2,10.6,2.4,13.0,10,202010,182,164,2,4.5,1
1106,2726,LOTE ARZAYUZ DIEGO DORRONSORO,80170,26,1.2,4.4,12.1,1,8.4,2.2,13.4,4,201904,172,133,2,4.5,2
1107,2727,LOTE ARZAYUZ DIEGO DORRONSORO,80170,26,1.0,8.3,11.8,2,8.6,1.8,14.1,4,202004,140,56,2,3.0,2
1108,2731,LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,1.0,5.4,12.0,2,8.4,3.3,12.4,7,201507,144,57,2,5.6,0
1109,2732,LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,1.2,13.1,14.1,4,11.3,2.0,12.4,10,201710,162,135,2,4.9,0
1110,2733,LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,1.4,9.0,12.1,5,7.0,2.2,14.0,10,201810,146,123,2,6.2,2
1111,2734,LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,1.2,6.7,11.6,6,10.6,2.2,12.6,10,201910,139,91,2,2.6,1
1112,2735,LOTE ARZAYUZ DIEGO DORRONSORO,80170,026A,0.8,10.3,12.4,7,9.7,1.7,13.0,10,202010,141,164,2,4.5,1
1113,2737,LOTE ARZAYUZ DIEGO DORRONSORO,80170,27,1.4,8.9,12.9,2,10.7,2.0,11.9,4,201804,170,156,2,2.5,0
1114,2738,LOTE ARZAYUZ DIEGO DORRONSORO,80170,27,1.2,6.6,11.6,3,10.7,1.6,12.4,4,201904,160,114,2,2.8,0
1115,2739,LOTE ARZAYUZ DIEGO DORRONSORO,80170,27,1.0,8.0,11.8,4,8.9,1.8,13.6,4,202004,131,56,2,3.0,2
1116,2745,LOTE SAA,80195,1,1.3,11.6,12.9,2,7.7,2.0,14.8,11,201811,145,139,2,4.4,2
1117,2746,LOTE SAA,80195,1,1.0,7.4,11.7,3,9.6,1.0,13.0,10,201910,134,338,2,4.4,1
1118,2747,LOTE SAA,80195,1,1.0,12.1,13.1,4,8.7,1.0,14.4,12,202012,117,244,2,4.4,2
1119,2756,LUISIANA,80458,1,1.0,5.0,13.5,3,11.4,1.7,12.3,5,201805,158,0,3,5.0,0
1120,2757,LUISIANA,80458,2,1.0,7.7,14.0,3,9.2,1.9,12.1,5,201805,149,0,3,5.0,0
1121,2758,LUISIANA,80458,2,0.8,11.0,12.5,4,10.8,2.5,12.2,5,201905,147,0,3,3.2,0
1122,2759,LUISIANA,80458,2,0.8,3.6,12.0,5,10.0,3.5,12.9,5,202005,130,0,3,2.4,1
1123,2763,MALABAR,81467,2,1.0,14.0,14.3,4,7.0,3.6,13.0,5,201905,99,0,3,2.6,1
1124,2764,MALABAR,81467,2,0.8,7.3,13.6,5,8.8,12.2,12.3,6,202006,119,59,3,1.6,0
1125,2765,MALABAR,81467,3,1.0,13.7,14.2,1,10.4,3.7,12.7,5,201905,73,0,3,2.6,1
1126,2766,MALABAR,81467,3,0.8,7.0,13.6,2,11.4,4.3,11.3,6,202006,110,59,3,1.6,0
1127,2767,MALABAR,81467,4,1.0,14.4,14.4,4,9.4,3.4,13.3,5,201905,101,0,3,3.0,2
1128,2768,MALABAR,81467,4,0.8,6.7,13.4,5,9.9,6.8,11.3,6,202006,112,59,3,1.6,0
1129,2769,MALABAR,81467,5,1.0,13.1,13.3,4,7.1,3.2,13.3,8,201908,94,0,3,2.6,2
1130,2770,MALABAR,81467,5,0.8,12.6,13.2,5,9.5,3.6,12.8,9,202009,119,134,3,2.5,1
1131,2771,MALABAR,81467,005A,0.8,7.1,13.5,5,7.9,5.5,12.0,6,202006,130,59,3,1.6,0
1132,2772,MALABAR,81467,8,1.0,12.7,14.9,4,11.6,4.3,12.9,1,202001,89,0,3,1.6,1
1133,2773,MALABAR,81467,010A,1.0,13.0,14.9,4,10.6,3.7,12.4,1,202001,95,0,3,1.5,0
1134,2774,MALAGANA 2,80468,7,1.3,7.9,12.4,1,5.7,1.8,13.1,8,201808,151,136,3,1.2,2
1135,2775,MALAGANA 2,80468,8,1.3,7.7,12.4,1,10.3,2.5,12.7,8,201808,161,136,3,4.6,1
1136,2776,MALAGANA 2,80468,9,1.3,7.9,12.4,1,9.2,2.7,12.8,8,201808,152,136,3,4.6,1
1137,2777,MALAGANA 2,80468,009C,1.3,7.9,12.4,1,6.8,20.5,12.7,8,201808,192,136,3,4.6,1
1138,2778,MALAGANA MARTHA,80172,1,1.2,10.9,13.5,1,8.6,2.4,13.0,4,201904,183,246,2,2.5,1
1139,2779,MALAGANA MARTHA,80172,1,1.2,6.3,11.4,2,9.6,2.7,12.4,4,202004,146,53,2,4.4,0
1140,2781,MALAGANA MARTHA,80172,2,1.2,11.0,13.6,1,9.8,2.2,12.2,4,201904,174,246,2,1.9,0
1141,2783,MALAGANA MARTHA,80172,4,1.2,10.7,13.4,1,9.6,2.3,11.4,4,201904,207,246,2,2.5,0
1142,2786,MALAGANA MARTHA,80172,6,1.2,11.0,13.5,1,10.4,6.1,12.8,4,201904,165,246,2,2.5,1
1143,2787,MALAGANA MARTHA,80172,6,1.2,6.1,11.3,2,9.1,2.1,11.4,4,202004,126,35,2,4.4,0
1144,2789,MALIBU,80164,4,0.8,8.7,13.0,1,9.2,3.1,12.5,5,202005,163,126,2,3.0,1
1145,2799,MARIA CLAUDIA,80218,2,0.8,8.0,12.4,2,8.5,2.7,13.3,12,201512,146,157,2,6.8,2
1146,2800,MARIA CLAUDIA,80218,2,0.8,9.3,11.7,5,10.2,2.4,12.7,4,201904,112,147,2,2.9,1
1147,2801,MARSELLA,80114,501,1.2,5.3,12.1,3,6.6,2.7,12.1,12,201612,157,240,1,6.4,0
1148,2802,MARSELLA,80114,501,1.3,8.4,11.7,5,8.6,3.0,13.6,1,201901,153,69,1,3.6,2
1149,2805,MARSELLA,80114,502,1.2,6.7,11.4,2,12.4,5.8,12.9,4,202004,112,95,1,5.1,1
1150,2806,MARSELLA,80114,502A,1.2,4.9,12.6,1,9.6,2.4,12.0,4,201904,126,181,1,4.2,0
1151,2807,MARSELLA,80114,505A,0.8,12.3,13.0,4,9.4,3.1,13.7,11,202011,145,111,1,2.4,2
1152,2808,MARSELLA,80114,505C,1.2,13.1,14.8,1,6.3,3.1,12.9,10,201710,162,198,1,5.4,1
1153,2809,MARSELLA,80114,505C,1.3,9.1,12.0,2,11.2,2.7,13.5,10,201810,155,132,1,3.5,2
1154,2810,MARSELLA,80114,505C,1.2,6.3,11.8,3,11.3,2.5,12.7,10,201910,151,90,1,2.9,1
1155,2811,MARSELLA,80114,506A,1.2,6.9,11.8,2,9.6,2.3,12.8,3,202003,167,30,1,2.4,1
1156,2813,MARSELLA,80114,507,1.5,5.0,11.5,3,10.6,2.0,12.0,5,201805,145,109,1,2.4,0
1157,2814,MARSELLA,80114,507,0.8,3.7,11.1,5,12.0,5.0,11.7,4,202004,144,93,1,3.3,0
1158,2815,MARSELLA,80114,507A,1.2,6.3,11.3,4,9.6,2.4,12.3,5,201905,158,115,1,4.1,0
1159,2816,MARSELLA,80114,508,1.2,13.3,14.8,1,7.8,7.0,11.9,10,201710,172,193,1,6.9,0
1160,2817,MARSELLA,80114,508,1.3,9.0,12.1,2,10.3,2.9,13.4,10,201810,138,135,1,3.6,2
1161,2818,MARSELLA,80114,508,1.2,9.3,12.3,3,10.5,2.4,12.8,10,201910,144,159,1,4.4,1
1162,2819,MARSELLA,80114,508,1.0,10.0,12.4,4,9.9,2.1,12.7,11,202011,133,87,1,2.4,1
1163,2823,MARSELLA,80114,513,0.8,10.9,12.1,3,9.5,2.3,12.9,9,202009,157,45,1,6.0,1
1164,2824,MARSELLA,80114,514,1.0,10.6,12.6,3,8.1,2.0,13.8,9,201909,167,46,1,3.1,2
1165,2825,MARSELLA,80114,514,0.8,8.7,12.0,4,11.1,2.7,12.4,9,202009,138,45,1,6.0,0
1166,2826,MARSELLA,80114,514Z,1.5,10.6,12.8,2,10.9,29.9,13.6,8,201808,168,147,1,3.0,2
1167,2828,MARSELLA,80114,515,1.5,8.0,11.8,5,8.8,7.1,13.6,2,201902,165,14,1,2.0,2
1168,2829,MARSELLA,80114,515,1.2,9.3,12.7,6,7.2,2.6,13.6,3,202003,149,56,1,3.1,2
1169,2830,MARSELLA,80114,517B,1.0,10.7,13.0,2,9.2,1.4,14.7,9,201909,153,103,1,2.4,2
1170,2831,MARSELLA,80114,517B,0.8,11.0,12.5,3,8.8,2.0,13.0,9,202009,155,51,1,6.0,1
1171,2832,MARSELLA,80114,517C,1.0,8.1,12.0,3,8.2,1.5,13.9,11,201511,151,115,1,5.4,2
1172,2833,MARSELLA,80114,517C,1.0,6.9,12.3,4,8.3,3.5,11.8,12,201612,148,238,1,6.0,0
1173,2834,MARSELLA,80114,517C,1.2,7.0,11.8,6,8.0,2.6,13.1,3,201903,114,46,1,4.6,2
1174,2835,MARSELLA,80114,518,1.2,9.3,12.2,2,8.5,2.2,13.7,3,202003,183,36,1,3.1,2
1175,2836,MARSELLA,80114,518A,1.2,7.1,11.7,5,11.9,15.0,12.9,4,202004,145,94,1,6.0,1
1176,2837,MARSELLA,80114,519,1.0,9.4,12.3,3,9.2,2.1,12.9,11,202011,175,113,1,2.4,1
1177,2838,MARSELLA,80114,520A,1.5,5.4,10.9,6,7.5,2.1,12.4,6,201806,107,85,1,3.8,0
1178,2839,MARSELLA,80114,520A,0.8,7.0,11.9,8,11.2,19.8,12.6,6,202006,109,53,1,6.0,1
1179,2840,MARSELLA,80114,521,0.8,6.7,11.9,5,11.4,2.2,12.9,6,202006,145,51,1,6.0,1
1180,2841,MARSELLA,80114,521A,1.6,9.9,12.4,5,9.5,2.2,11.5,6,201706,159,262,1,6.5,0
1181,2842,MARSELLA,80114,521A,1.5,5.3,11.5,6,9.3,1.9,12.3,6,201806,135,113,1,5.4,0
1182,2843,MARSELLA,80114,521B,1.6,9.9,12.5,2,11.9,2.4,11.7,6,201706,166,268,1,6.3,0
1183,2844,MARSELLA,80114,521B,1.5,5.4,11.5,3,7.1,2.3,12.6,6,201806,133,113,1,5.8,1
1184,2845,MARSELLA,80114,522B,0.8,6.6,11.8,6,10.3,7.2,12.9,5,202005,140,54,1,6.0,1
1185,2846,MARSELLA,80114,522B,1.7,8.7,13.9,1,8.1,2.8,12.7,3,201803,156,251,1,3.1,1
1186,2848,MARSELLA,80114,522C,1.6,10.0,12.5,3,12.3,2.7,11.5,6,201706,167,336,1,7.8,0
1187,2849,MARSELLA,80114,522C,1.5,5.1,11.4,4,8.3,1.8,12.2,5,201805,128,109,1,5.4,0
1188,2856,MARSELLA,80114,601,1.2,6.6,11.6,2,8.5,2.8,13.8,3,202003,154,30,1,2.9,2
1189,2857,MARSELLA,80114,601A,1.2,12.9,12.9,2,5.9,1.8,13.1,9,201909,118,88,1,2.4,2
1190,2865,MARSELLA,80114,608,1.4,5.6,14.4,2,10.2,3.0,12.5,11,201711,186,181,1,6.9,1
1191,2866,MARSELLA,80114,608,1.2,8.1,11.7,3,10.4,6.1,12.9,11,201811,162,141,1,4.6,1
1192,2871,MILAN JOSE IGNACIO,81148,4,1.0,5.7,12.1,2,5.9,2.5,14.0,9,201509,153,0,3,4.4,2
1193,2872,MILAN JOSE IGNACIO,81148,4,0.8,9.4,11.7,5,6.9,2.8,13.5,10,201810,110,0,3,2.1,2
1194,2873,MILAN JOSE IGNACIO,81148,4,0.6,12.4,11.6,6,10.1,2.5,13.3,10,201910,149,0,3,2.5,2
1195,2874,MILAN JOSE IGNACIO,81148,4,0.8,13.1,11.4,7,7.9,2.0,13.0,9,202009,131,14,3,4.4,1
1196,2883,MILAN-TENORIO,81143,3,1.0,7.6,11.9,2,10.4,2.3,12.5,4,201604,186,198,3,7.6,1
1197,2884,MILAN-TENORIO,81143,3,1.0,6.3,11.8,4,8.0,4.5,12.4,6,201806,137,145,3,2.9,0
1198,2885,MILAN-TENORIO,81143,3,0.8,10.0,12.8,5,9.8,2.3,12.8,7,201907,162,0,3,2.7,1
1199,2886,MILAN-TENORIO,81143,3,0.8,8.7,11.7,6,9.0,2.5,13.4,6,202006,145,18,3,2.1,2
1200,2887,MILAN-TENORIO,81143,4,0.8,8.9,11.9,2,10.0,2.0,12.1,7,202007,169,18,3,2.1,0
1201,2888,MILAN-TENORIO,81143,5,0.8,4.3,12.1,4,11.8,2.2,12.9,11,201811,169,0,3,3.1,1
1202,2889,MILAN-TENORIO,81143,5,1.0,8.7,12.5,5,7.9,2.2,13.0,12,201912,164,0,3,1.1,1
1203,2890,MILAN-TENORIO,81143,5,0.8,6.6,11.9,6,9.4,1.6,12.7,12,202012,151,0,3,2.6,1
1204,2894,MILAN-TENORIO,81143,8,1.0,13.4,14.2,1,8.3,4.3,12.5,6,201906,177,0,3,2.8,1
1205,2895,MILAN-TENORIO,81143,8,0.8,6.0,11.5,2,8.8,2.4,12.0,6,202006,166,21,3,2.1,0
1206,2896,MILAN-TENORIO,81143,9,1.0,13.1,14.3,1,8.7,2.2,12.3,6,201906,171,0,3,2.7,0
1207,2897,MILAN-TENORIO,81143,9,0.8,5.7,11.5,2,9.9,2.7,11.8,6,202006,163,21,3,2.1,0
1208,2899,MILAN-TENORIO,81143,12,1.2,9.3,12.0,5,7.8,4.6,13.4,9,201809,150,85,3,2.5,2
1209,2900,MILAN-TENORIO,81143,12,1.0,7.0,11.3,6,8.2,2.5,13.3,9,201909,157,0,3,2.7,2
1210,2901,MILAN-TENORIO,81143,12,0.8,9.1,12.1,7,7.9,1.7,13.0,9,202009,151,74,3,2.8,1
1211,2902,MILAN-TENORIO,81143,14,0.8,9.6,12.1,5,7.8,2.7,12.6,10,201810,176,85,3,2.8,1
1212,2903,MILAN-TENORIO,81143,15,1.0,9.6,13.3,1,7.5,2.0,13.6,9,201909,158,0,3,2.7,2
1213,2904,MILAN-TENORIO,81143,15,0.8,9.3,12.3,2,8.5,2.0,13.6,9,202009,154,74,3,3.8,2
1214,2907,MILAN-TENORIO,81143,16,1.0,9.7,12.8,1,7.8,2.2,13.8,9,201909,152,0,3,2.7,2
1215,2908,MILAN-TENORIO,81143,16,0.8,9.6,12.3,2,8.4,1.8,12.4,9,202009,145,79,3,3.3,0
1216,2913,MIRRINAQUE ,80275,19,0.8,10.9,13.3,2,8.5,2.9,13.0,1,202101,163,238,2,4.4,1
1217,2915,MOCOA,81485,10,0.8,10.0,12.5,1,7.7,16.9,12.2,8,201908,157,0,3,6.8,0
1218,2916,MOCOA,81485,10,0.5,10.4,12.9,2,9.0,2.6,12.9,9,202009,160,0,3,2.9,1
1219,2917,MOCOA,81485,20,0.5,10.3,12.9,2,8.5,12.4,12.9,8,202008,159,0,3,2.9,1
1220,2918,MOCOA,81485,30,0.8,9.3,14.2,1,8.5,3.2,12.3,8,201908,159,0,3,6.3,0
1221,2919,MOCOA,81485,30,0.5,7.7,12.4,2,8.1,3.0,13.2,8,202008,135,0,3,2.7,2
1222,2920,MOCOA,81485,40,0.5,7.4,12.3,2,7.8,7.9,12.7,8,202008,123,0,3,3.2,1
1223,2921,MOCOA,81485,70,1.2,9.6,14.4,1,9.3,3.4,13.3,12,201912,214,0,3,3.2,2
1224,2922,MOCOA,81485,70,0.8,9.9,12.7,2,10.0,1.8,13.6,1,202101,114,0,3,3.2,2
1225,2923,MOCOA,81485,070A,1.2,11.9,14.9,1,8.3,2.5,13.2,1,202001,81,0,3,6.3,2
1226,2924,MOCOA,81485,71,1.2,11.4,14.8,1,9.0,2.3,13.2,1,202001,83,0,3,6.3,2
1227,2926,MONSERRATE,80343,1,1.0,11.3,14.0,1,6.7,1.9,12.4,8,201808,153,406,3,7.8,0
1228,2930,MONTE OSCURO INES,80295,001B,1.7,7.7,11.9,2,8.8,3.1,12.5,6,201806,147,167,2,3.0,1
1229,2931,MONTE OSCURO INES,80295,001B,1.4,7.6,12.0,3,11.1,2.7,12.7,6,201906,165,224,2,1.0,1
1230,2932,MONTE OSCURO INES,80295,001B,0.8,5.9,11.4,4,8.0,2.8,12.7,6,202006,174,81,2,2.7,1
1231,2935,MONTE OSCURO INES,80295,2,1.7,7.1,12.6,4,7.3,3.4,12.9,6,201806,128,291,2,3.0,1
1232,2936,MONTE OSCURO INES,80295,2,1.2,13.3,13.7,5,7.7,14.7,12.9,9,201909,154,169,2,1.0,1
1233,2938,MONTE OSCURO INES,80295,002A,1.5,8.0,11.8,4,12.9,2.3,13.1,8,201808,141,63,2,3.0,2
1234,2939,MONTE OSCURO INES,80295,002A,0.8,11.1,12.6,6,8.5,2.7,13.3,10,202010,137,125,2,3.2,2
1235,2941,MONTE OSCURO.,80247,001A,1.4,7.7,11.7,3,8.0,39.6,12.0,6,201906,170,190,2,5.5,0
1236,2942,MONTE OSCURO.,80247,001A,0.8,6.4,11.5,4,7.5,2.2,12.3,6,202006,180,81,2,3.6,0
1237,2947,MONTE OSCURO.,80247,3,1.5,7.9,11.8,3,9.3,3.7,13.3,8,201808,151,50,2,3.9,2
1238,2948,MONTEOSCURO GUZMAN,80582,1,0.8,5.3,12.0,1,9.8,5.3,11.9,6,202006,138,0,3,2.4,0
1239,2949,MONTEOSCURO GUZMAN,80582,4,0.8,5.0,11.4,2,10.4,9.5,11.5,6,202006,166,0,3,2.4,0
